FID,osmid,POINT_X,POINT_Y
15966,8015328255,-82.3436623,29.6501154
15967,8015328258,-82.3437599,29.6503067
15968,8015328264,-82.3446373,29.6501673
15969,8015328265,-82.3445505,29.6501677
15970,8015328266,-82.3438381,29.6498146
15971,8015328267,-82.3437083,29.6498489
15972,8015328268,-82.343759,29.6499561
15973,8015328269,-82.3437594,29.6499069
15974,8015328270,-82.3437499,29.6497629
15975,8015328271,-82.3438979,29.64991
15976,8015328272,-82.343775,29.6498144
15977,8015328273,-82.3438018,29.6498145
15978,8015328281,-82.3437388,29.6498836
15979,8015328282,-82.3437236,29.6498662
15980,8015328348,-82.3439589,29.6502924
15981,8015328349,-82.3436181,29.6505458
15982,8015328350,-82.3438958,29.650306
15983,8015328352,-82.3437637,29.6506621
15984,8015328353,-82.3439416,29.6505587
15985,8015328354,-82.3439138,29.6505587
15986,8015328355,-82.3437591,29.6504241
15987,8015328356,-82.3438942,29.6505426
15988,8015328357,-82.3434185,29.6503081
15989,8015328387,-82.3442058,29.6510642
15990,8015328388,-82.3442043,29.6516619
15991,8015328389,-82.343878,29.6516729
15992,8015328390,-82.3436231,29.6519419
15993,8015328391,-82.3442057,29.6517175
15994,8015328392,-82.3446127,29.6519296
15995,8015328393,-82.3446407,29.65193
15996,8015328394,-82.3438768,29.65192
15997,8015328395,-82.3436687,29.6519187
15998,8015328429,-82.3442048,29.651457
15999,8015328430,-82.3441374,29.651457
16000,8015328431,-82.3441305,29.6519027
16001,8015328432,-82.3441337,29.6516942
16002,8015328433,-82.3446397,29.651764
16003,8015328434,-82.344405,29.6517638
16004,8015328435,-82.3441305,29.6519233
16005,8015328436,-82.3443487,29.651792
16006,8015328437,-82.3441357,29.6515687
16007,8015328438,-82.3441004,29.6515687
16008,8015328439,-82.3446612,29.6517861
16009,8015328440,-82.3446594,29.6519111
16010,8015328441,-82.3448283,29.6510396
16011,8015328442,-82.3446878,29.6510645
16012,8015328443,-82.3447386,29.6510555
16013,8015328444,-82.3448279,29.650955
16014,8015328445,-82.3446424,29.6509203
16015,8015328446,-82.3447387,29.6509383
16016,8015328471,-82.3425278,29.6516754
16017,8015328472,-82.3425211,29.6516906
16018,8015328473,-82.3425313,29.651661
16019,8015328474,-82.3424987,29.6517174
16020,8015328475,-82.3424579,29.6517341
16021,8015328476,-82.3424729,29.6517304
16022,8015328477,-82.3425153,29.6517002
16023,8015328480,-82.3431765,29.6519823
16024,8015328481,-82.3423229,29.6518342
16025,8015328482,-82.3423157,29.6518705
16026,8015328483,-82.3424626,29.6516982
16027,8015328484,-82.342489,29.6515026
16028,8015328485,-82.342488,29.6514088
16029,8015328486,-82.3424885,29.6514569
16030,8015328487,-82.3424405,29.651444
16031,8015328488,-82.3425118,29.6514761
16032,8015328489,-82.3425265,29.6515033
16033,8015328490,-82.342405,29.6514511
16034,8015328491,-82.3423882,29.6510804
16035,8016566976,-82.3457259,29.6477951
16036,8016566977,-82.3459139,29.6477063
16037,8016566979,-82.3461008,29.64835
16038,8016566980,-82.3457408,29.6484967
16039,8016566981,-82.3457372,29.6485358
16040,8016566982,-82.3457458,29.6484675
16041,8016566983,-82.3457479,29.6484494
16042,8016566984,-82.3457474,29.6484361
16043,8016628485,-82.3457433,29.6484238
16044,8016628486,-82.3457372,29.6484096
16045,8016628487,-82.3460523,29.6485376
16046,8016628488,-82.3458913,29.6484353
16047,8016628489,-82.3466741,29.6512714
16048,8016628490,-82.3464051,29.6507845
16049,8016628491,-82.3465077,29.6509077
16050,8016628492,-82.3465082,29.6509385
16051,8016628493,-82.3466215,29.651272
16052,8016628494,-82.3469266,29.6511461
16053,8016628495,-82.3469993,29.6509765
16054,8016628496,-82.3470491,29.6509759
16055,8016628497,-82.3470943,29.6510301
16056,8016628498,-82.3470923,29.6513314
16057,8016628499,-82.3470937,29.6513961
16058,8016628500,-82.3470932,29.6513756
16059,8016628501,-82.3470936,29.6514836
16060,8016628502,-82.3470262,29.6514836
16061,8016628503,-82.3470599,29.6514836
16062,8016628504,-82.3470036,29.651484
16063,8016628505,-82.3470035,29.6516371
16064,8016628506,-82.3470246,29.6516368
16065,8016628507,-82.3471638,29.6518182
16066,8016628508,-82.3471347,29.6518426
16067,8016628509,-82.3471125,29.6518492
16068,8016628510,-82.3462666,29.648689
16069,8016628511,-82.3472448,29.6483092
16070,8016628512,-82.3469058,29.648567
16071,8016628513,-82.3470188,29.6483258
16072,8016628514,-82.3470949,29.6485681
16073,8016628515,-82.3464236,29.6484147
16074,8016628516,-82.346802,29.6484653
16075,8016628517,-82.3467785,29.6484335
16076,8016628518,-82.3469227,29.6483499
16077,8016628519,-82.3468376,29.6483874
16078,8016628520,-82.3469315,29.6483648
16079,8016628521,-82.3469671,29.648349
16080,8016628522,-82.3469855,29.6483805
16081,8016628523,-82.3470402,29.6484743
16082,8016628524,-82.3470269,29.6484515
16083,8016628525,-82.3470561,29.6485015
16084,8016628526,-82.3468467,29.6484023
16085,8016628527,-82.3468006,29.6481614
16086,8016628528,-82.3468967,29.6481188
16087,8016628530,-82.346325,29.6485548
16088,8016628531,-82.3463267,29.6484971
16089,8016628532,-82.3467024,29.6482451
16090,8016628533,-82.3466037,29.6482705
16091,8016628534,-82.3466746,29.6482594
16092,8016628535,-82.3466571,29.6482266
16093,8016628536,-82.3464222,29.6478049
16094,8016628537,-82.3464802,29.6480103
16095,8016628538,-82.3465253,29.64799
16096,8016628540,-82.3428313,29.6510234
16097,8016628541,-82.3429924,29.6510236
16098,8016628542,-82.3420382,29.6510212
16099,8016628543,-82.3431147,29.6510235
16100,8016628548,-82.3424867,29.6512806
16101,8016628549,-82.3424321,29.6512501
16102,8016628550,-82.3406556,29.6512936
16103,8016628551,-82.341631,29.6517629
16104,8016628552,-82.3417272,29.6519173
16105,8016628553,-82.3414819,29.6517831
16106,8016628554,-82.3416808,29.6518192
16107,8016628555,-82.3417087,29.6518567
16108,8016628556,-82.3417223,29.6518871
16109,8016628557,-82.3404868,29.6516806
16110,8016628558,-82.3405133,29.6516812
16111,8016628559,-82.3405456,29.6516997
16112,8016628560,-82.3405691,29.6517269
16113,8016628561,-82.3405914,29.6518266
16114,8016628562,-82.3395631,29.6517517
16115,8016628563,-82.3396608,29.6518376
16116,8016628594,-82.3419509,29.6514848
16117,8016628595,-82.3415907,29.6515764
16118,8016628596,-82.3419503,29.651663
16119,8016628597,-82.3421801,29.6515783
16120,8016628598,-82.3422591,29.6515781
16121,8016628599,-82.3419515,29.6514038
16122,8016628600,-82.3419502,29.6516972
16123,8016628601,-82.3415787,29.6516943
16124,8016628602,-82.3415807,29.6514047
16125,8016628603,-82.3415797,29.6515763
16126,8016628604,-82.3415789,29.6516682
16127,8016628605,-82.3415792,29.6516318
16128,8016628606,-82.3415803,29.6514741
16129,8016628607,-82.3415801,29.6515137
16130,8016628610,-82.342002,29.6518882
16131,8016628612,-82.3420013,29.6519156
16132,8016628613,-82.342001,29.6519787
16133,8016628614,-82.3424417,29.6519197
16134,8016628615,-82.3421731,29.6519182
16135,8016628616,-82.3424637,29.6519
16136,8016628617,-82.3422586,29.6519184
16137,8017440089,-82.3406734,29.6502836
16138,8017440090,-82.3412889,29.6498805
16139,8017440094,-82.3402391,29.6496129
16140,8017440095,-82.3401398,29.6491531
16141,8017440096,-82.3401695,29.649019
16142,8017440097,-82.3402088,29.6502611
16143,8017440098,-82.3402162,29.6502322
16144,8017440099,-82.3401887,29.6502839
16145,8017440100,-82.3401597,29.6502968
16146,8017440101,-82.3402144,29.6502464
16147,8017440102,-82.3402006,29.6502732
16148,8017440103,-82.3401735,29.650292
16149,8017440104,-82.3401385,29.6502994
16150,8017440125,-82.3403128,29.6500272
16151,8017440126,-82.3412392,29.650028
16152,8017440127,-82.3412347,29.6500826
16153,8017440128,-82.3412606,29.6501169
16154,8017440129,-82.3412431,29.6500946
16155,8017440130,-82.341318,29.6499146
16156,8017440131,-82.3412797,29.6500511
16157,8017440132,-82.3394937,29.6501988
16158,8017440133,-82.3393256,29.6503905
16159,8017440134,-82.3393269,29.6500732
16160,8017440135,-82.3391499,29.6502945
16161,8017440136,-82.3400779,29.6503
16162,8017440137,-82.339854,29.6514215
16163,8017440138,-82.3398143,29.6512625
16164,8017440139,-82.3394444,29.6512612
16165,8017440140,-82.3423877,29.6510524
16166,8017440141,-82.3403232,29.6499214
16167,8017440142,-82.3403122,29.6501295
16168,8017440143,-82.3403125,29.6500727
16169,8017440144,-82.3403136,29.6499835
16170,8017440145,-82.3403189,29.6499493
16171,8017440146,-82.340302,29.6501469
16172,8017440147,-82.3402199,29.6501382
16173,8017440149,-82.3412725,29.6503031
16174,8017440150,-82.3412851,29.6503897
16175,8017440151,-82.3413369,29.6499558
16176,8017440152,-82.3413264,29.6500507
16177,8017440153,-82.3413109,29.6500882
16178,8017440154,-82.3412961,29.6501115
16179,8017440155,-82.341278,29.6501515
16180,8017440156,-82.3404655,29.6519171
16181,8017440157,-82.340224,29.6518404
16182,8017440158,-82.3402244,29.6517494
16183,8017440159,-82.339802,29.6517498
16184,8017440160,-82.3398028,29.651837
16185,8017440191,-82.339982,29.6519439
16186,8017440192,-82.3395203,29.6519419
16187,8017440193,-82.3394994,29.6519387
16188,8017440194,-82.3394646,29.6519193
16189,8017440195,-82.3394469,29.6518882
16190,8017440203,-82.3396072,29.651837
16191,8017440204,-82.3395953,29.6518358
16192,8017440205,-82.3395671,29.6518108
16193,8017440206,-82.3395639,29.6517975
16194,8017440207,-82.3395782,29.6518264
16195,8017440208,-82.3395346,29.6519422
16196,8017440209,-82.339536,29.6518629
16197,8017440210,-82.3394462,29.6518622
16198,8017440211,-82.3395717,29.6518194
16199,8017440212,-82.3395847,29.6518311
16200,8017440213,-82.3395423,29.6518579
16201,8017440214,-82.3397264,29.6512841
16202,8017440219,-82.3397268,29.6512621
16203,8017440231,-82.3402051,29.6515737
16204,8017440232,-82.3402054,29.6515464
16205,8017440233,-82.3402058,29.6515179
16206,8017440235,-82.3398746,29.6514216
16207,8017505251,-82.3411211,29.6498799
16208,8017838347,-82.3413486,29.6490322
16209,8017838348,-82.3402487,29.6490357
16210,8017838349,-82.3400601,29.6491749
16211,8017838350,-82.340118,29.6491723
16212,8017838351,-82.3400491,29.6496383
16213,8017838352,-82.3401186,29.6496394
16214,8017838353,-82.3403395,29.6493754
16215,8017838354,-82.3403351,29.6495418
16216,8017838355,-82.3403362,29.649202
16217,8017838367,-82.34152,29.6488774
16218,8017838368,-82.3415211,29.6489297
16219,8017838369,-82.3417062,29.6495374
16220,8017838370,-82.3417061,29.6496365
16221,8017838371,-82.3419326,29.6489929
16222,8017838373,-82.3423299,29.6492151
16223,8017838374,-82.3423294,29.64944
16224,8017838375,-82.342329,29.6496359
16225,8017849285,-82.3426383,29.6494398
16226,8017849286,-82.342508,29.6494395
16227,8017849287,-82.342537,29.6494842
16228,8017849288,-82.3426178,29.6493958
16229,8017849289,-82.3426213,29.6494753
16230,8017849290,-82.3425297,29.6493949
16231,8017849291,-82.3426334,29.6494589
16232,8017849292,-82.3426071,29.6494855
16233,8017849293,-82.3425901,29.6494918
16234,8017849294,-82.3425718,29.6494938
16235,8017849295,-82.3425536,29.6494912
16236,8017849296,-82.342522,29.6494722
16237,8017849297,-82.342512,29.6494568
16238,8017849298,-82.3425101,29.6494229
16239,8017849299,-82.3425175,29.6494076
16240,8017849300,-82.3425458,29.6493857
16241,8017849301,-82.3425643,29.649381
16242,8017849302,-82.3425836,29.6493812
16243,8017849303,-82.342602,29.6493862
16244,8017849304,-82.3426295,29.6494085
16245,8017849305,-82.3426365,29.6494236
16246,8017849306,-82.3401686,29.6489603
16247,8017849307,-82.3401403,29.649117
16248,8017849308,-82.3401661,29.6490933
16249,8020516090,-82.3519916,29.6453949
16250,8020516091,-82.3516233,29.6450417
16251,8020516092,-82.3516159,29.645102
16252,8020516101,-82.3514985,29.6450799
16253,8020516102,-82.3513804,29.6449504
16254,8020516103,-82.351264,29.6449555
16255,8020516104,-82.350567,29.6449549
16256,8020516105,-82.3505408,29.6449624
16257,8020516106,-82.3504985,29.6449969
16258,8020516107,-82.3505262,29.6449702
16259,8020516108,-82.3517859,29.644952
16260,8020516109,-82.3516538,29.6450436
16261,8020516110,-82.3515396,29.6449472
16262,8020516111,-82.3516365,29.6449826
16263,8020516112,-82.3516038,29.6451646
16264,8020516113,-82.3513883,29.6452741
16265,8020516114,-82.3513601,29.6453444
16266,8020516115,-82.3508751,29.6464126
16267,8020516143,-82.3516539,29.6451118
16268,8020516146,-82.3520028,29.6454346
16269,8020516147,-82.3520429,29.6455118
16270,8020516148,-82.3531193,29.6459064
16271,8020516149,-82.3524043,29.6458861
16272,8020516150,-82.3531242,29.6457461
16273,8020516151,-82.3524111,29.6457176
16274,8020516163,-82.3550255,29.6460033
16275,8020516164,-82.355115,29.6460128
16276,8020516165,-82.3549671,29.6459923
16277,8020516166,-82.3553327,29.6460337
16278,8020516167,-82.3553037,29.6458504
16279,8020516168,-82.3550127,29.6458205
16280,8020559385,-82.3535661,29.6457783
16281,8020559386,-82.3535731,29.6458154
16282,8020559387,-82.3535749,29.6458478
16283,8020559388,-82.3535653,29.6459872
16284,8020559389,-82.3530208,29.6466101
16285,8020559390,-82.3530282,29.646583
16286,8020559391,-82.3530669,29.6465233
16287,8020559392,-82.353046,29.6465498
16288,8020559393,-82.3530231,29.6466385
16289,8020559394,-82.3533564,29.6470842
16290,8020559395,-82.3533575,29.6471367
16291,8020559396,-82.3533505,29.6470621
16292,8020559397,-82.3530197,29.6466239
16293,8020559398,-82.3530963,29.6464887
16294,8020559399,-82.3531217,29.6464607
16295,8020559400,-82.3534848,29.6461136
16296,8020559401,-82.3534432,29.6460299
16297,8020559402,-82.3533098,29.6459586
16298,8020559403,-82.3530991,29.6460673
16299,8020559404,-82.3530864,29.6460745
16300,8020559405,-82.3524266,29.6460473
16301,8020559406,-82.3524097,29.6460368
16302,8020559407,-82.3524357,29.645567
16303,8020559408,-82.3524201,29.6455858
16304,8020559409,-82.3531142,29.6455894
16305,8020559410,-82.3531281,29.6456051
16306,8020559411,-82.3532826,29.6459466
16307,8020559412,-82.3535714,29.6459664
16308,8020559441,-82.3551567,29.6475716
16309,8020559442,-82.3550743,29.6476745
16310,8020559478,-82.3553553,29.6449765
16311,8020559479,-82.3554172,29.6450117
16312,8020559480,-82.3559114,29.6450073
16313,8020559481,-82.3560692,29.6450533
16314,8020559482,-82.355028,29.6482439
16315,8020559487,-82.3549699,29.6482724
16316,8020559488,-82.3550315,29.6480718
16317,8020559521,-82.3517037,29.6449824
16318,8020559522,-82.3516076,29.6456474
16319,8020559523,-82.3516683,29.6459442
16320,8020559524,-82.3515146,29.6457944
16321,8020559525,-82.3516024,29.645924
16322,8020559530,-82.3521715,29.6459057
16323,8020559531,-82.3521988,29.6457054
16324,8020559532,-82.3521307,29.6459719
16325,8020559533,-82.3519442,29.6460815
16326,8020559534,-82.3519521,29.6460761
16327,8020559535,-82.3520223,29.6460712
16328,8020559536,-82.3520615,29.6460636
16329,8020559537,-82.3522837,29.6461107
16330,8020559538,-82.3523098,29.6461295
16331,8020559539,-82.3527435,29.6461473
16332,8020559540,-82.3521737,29.6460509
16333,8020559541,-82.3521341,29.6460386
16334,8020559542,-82.3520385,29.6460282
16335,8020559543,-82.3518078,29.6459664
16336,8020559544,-82.3521831,29.645833
16337,8020559545,-82.3521794,29.6458702
16338,8020559546,-82.3527424,29.6461737
16339,8020559547,-82.352612,29.6461693
16340,8020559548,-82.3526048,29.6461416
16341,8020559549,-82.3504584,29.6469517
16342,8020559550,-82.3517995,29.6453028
16343,8020559551,-82.353599,29.6455455
16344,8020559552,-82.3552467,29.6449757
16345,8022059867,-82.3592648,29.6489994
16346,8022059868,-82.3593102,29.6489906
16347,8022059879,-82.3596802,29.6494977
16348,8022059880,-82.3592015,29.648879
16349,8022059881,-82.359568,29.6489881
16350,8022059882,-82.3595681,29.648959
16351,8022059883,-82.3594145,29.6486387
16352,8022059927,-82.3600524,29.6492588
16353,8022059928,-82.3600167,29.6492781
16354,8022059929,-82.3598352,29.6492548
16355,8022059930,-82.3600749,29.6491892
16356,8022059931,-82.3600615,29.6492467
16357,8022059932,-82.3600607,29.6491132
16358,8022059933,-82.3600316,29.6490041
16359,8022059934,-82.3599807,29.6488932
16360,8022059935,-82.3599054,29.6487682
16361,8022059936,-82.3598127,29.6486402
16362,8022059937,-82.3596088,29.6486034
16363,8022059943,-82.3595762,29.6486244
16364,8022059944,-82.3595595,29.6486547
16365,8022059945,-82.3595549,29.6486877
16366,8022059946,-82.3600836,29.6484721
16367,8022059947,-82.3596288,29.6487816
16368,8022059948,-82.35971,29.6488863
16369,8022059949,-82.3597658,29.6489899
16370,8022059950,-82.3598079,29.6490937
16371,8022059951,-82.3601456,29.6483902
16372,8022059952,-82.3601109,29.6484069
16373,8022059953,-82.3600043,29.6484452
16374,8022059954,-82.3598884,29.648492
16375,8022059955,-82.3598214,29.648519
16376,8022059956,-82.3597657,29.6485335
16377,8022059957,-82.3596983,29.6485475
16378,8022059958,-82.3596418,29.6485546
16379,8022059959,-82.3596116,29.6485596
16380,8022059960,-82.3595915,29.6485631
16381,8022059961,-82.3595756,29.6485699
16382,8022059962,-82.3595605,29.6485795
16383,8022059963,-82.3595474,29.6485894
16384,8022059964,-82.3595363,29.6486008
16385,8022059965,-82.3595255,29.6486145
16386,8022059966,-82.3595134,29.648652
16387,8022059967,-82.359513,29.6486722
16388,8022059968,-82.3595138,29.6486946
16389,8022059969,-82.3595171,29.6487135
16390,8022059970,-82.3595163,29.6487252
16391,8022059971,-82.3595134,29.6487334
16392,8022059972,-82.3595052,29.6487444
16393,8022059973,-82.3594983,29.6487497
16394,8022059974,-82.3594926,29.6487554
16395,8022059975,-82.3594901,29.6487625
16396,8022059976,-82.3594897,29.648771
16397,8022059977,-82.3594922,29.6487782
16398,8022059978,-82.3595012,29.648788
16399,8022059979,-82.3595192,29.6488057
16400,8022059980,-82.3595351,29.6488206
16401,8022059981,-82.3595506,29.6488369
16402,8022059982,-82.3595645,29.6488526
16403,8022059983,-82.3595769,29.6488676
16404,8022059984,-82.359594,29.6488898
16405,8022059985,-82.3596092,29.6489107
16406,8022059986,-82.3596263,29.6489364
16407,8022059987,-82.3596451,29.6489659
16408,8022059988,-82.3596729,29.6490175
16409,8022059989,-82.3596844,29.6490437
16410,8022059990,-82.359693,29.6490683
16411,8022059991,-82.3596999,29.6490963
16412,8022059992,-82.3597003,29.6491255
16413,8022059993,-82.3596954,29.6491738
16414,8022059994,-82.359688,29.6492056
16415,8022059995,-82.3596844,29.6492274
16416,8022059996,-82.359684,29.6492787
16417,8022059997,-82.3596819,29.6493625
16418,8022059998,-82.3595152,29.6486381
16419,8022059999,-82.3595188,29.6486255
16420,8022060000,-82.3595099,29.6487391
16421,8022060001,-82.3595173,29.6487193
16422,8022060002,-82.3595151,29.6487058
16423,8022060005,-82.3592792,29.6489984
16424,8022060006,-82.3592221,29.6489873
16425,8022060007,-82.3592347,29.6489925
16426,8022060008,-82.3593226,29.648987
16427,8022060009,-82.3591904,29.6489839
16428,8022060010,-82.3589958,29.6488843
16429,8022060011,-82.3589505,29.6489044
16430,8022060012,-82.3589235,29.6489222
16431,8022060013,-82.3589715,29.6488943
16432,8022060014,-82.359037,29.6488773
16433,8022060015,-82.3588032,29.6489758
16434,8022060016,-82.3587592,29.6489775
16435,8022060017,-82.3587367,29.6489799
16436,8022060018,-82.3587185,29.6489852
16437,8022060019,-82.3586979,29.6489938
16438,8022060020,-82.3586836,29.6490059
16439,8022060021,-82.3586733,29.649017
16440,8022060022,-82.3586658,29.6490303
16441,8022060023,-82.3586608,29.6490537
16442,8022060024,-82.3586619,29.649072
16443,8022060025,-82.3586619,29.6490989
16444,8022060026,-82.3585697,29.6490983
16445,8022060027,-82.3584341,29.6490775
16446,8022060028,-82.3585924,29.6493624
16447,8022060029,-82.3585173,29.6493602
16448,8022060030,-82.3584491,29.6493624
16449,8022060031,-82.3584088,29.6493699
16450,8022060032,-82.358371,29.6493807
16451,8022060034,-82.3583078,29.6494037
16452,8022060035,-82.3582798,29.6493673
16453,8022060036,-82.3582581,29.6493294
16454,8022060037,-82.3582415,29.6493044
16455,8022060038,-82.3582263,29.6492801
16456,8022060039,-82.3582168,29.6492455
16457,8022060040,-82.358433,29.6491739
16458,8022060041,-82.358364,29.6491734
16459,8022060079,-82.3579494,29.6498626
16460,8022060080,-82.3579486,29.6498202
16461,8022060081,-82.3579487,29.6497845
16462,8022060096,-82.3580435,29.6494605
16463,8022060097,-82.3573352,29.6494529
16464,8022060099,-82.3580911,29.650244
16465,8022060100,-82.3580964,29.6503632
16466,8023277560,-82.3598017,29.6481674
16467,8023277561,-82.3597956,29.6483264
16468,8023277562,-82.3597641,29.6483644
16469,8023277563,-82.3583132,29.6478228
16470,8023277572,-82.3581914,29.6491726
16471,8023277573,-82.3581976,29.648469
16472,8023277574,-82.3581312,29.648469
16473,8023277575,-82.3582777,29.649173
16474,8023277576,-82.3583231,29.6491732
16475,8023277577,-82.358203,29.649206
16476,8023277578,-82.358085,29.6492707
16477,8023277579,-82.3580804,29.6493508
16478,8023277580,-82.3580728,29.6493846
16479,8023277581,-82.3582676,29.6494353
16480,8023277582,-82.358234,29.6494586
16481,8023277583,-82.3581958,29.6494924
16482,8023277584,-82.358169,29.6495285
16483,8023290085,-82.3581442,29.6495623
16484,8023290086,-82.3581173,29.6496112
16485,8023290087,-82.3580939,29.6496497
16486,8023290088,-82.3580771,29.6496899
16487,8023290089,-82.3580684,29.6497319
16488,8023290090,-82.3580637,29.6497977
16489,8023290091,-82.358065,29.649842
16490,8023290092,-82.3580751,29.649898
16491,8023290093,-82.3580872,29.6499387
16492,8023290094,-82.3581046,29.6499924
16493,8023290095,-82.3581536,29.6501287
16494,8023290096,-82.3581735,29.6501874
16495,8023290097,-82.358179,29.6502543
16496,8023290098,-82.3581765,29.6502964
16497,8023290099,-82.3581782,29.6502161
16498,8023290100,-82.3581284,29.6500576
16499,8023290101,-82.3582874,29.6494195
16500,8023290102,-82.3583374,29.6493905
16501,8023290103,-82.3582202,29.6492628
16502,8023290109,-82.3568151,29.6493004
16503,8023290110,-82.3568372,29.6493071
16504,8023290111,-82.3568602,29.6493116
16505,8023290112,-82.3570687,29.6493171
16506,8023290114,-82.3573337,29.649547
16507,8023290117,-82.3573062,29.6495465
16508,8023290118,-82.3573346,29.6495119
16509,8023290119,-82.3573347,29.6494746
16510,8023290122,-82.357364,29.6494533
16511,8023290123,-82.357364,29.6495041
16512,8023290124,-82.3575383,29.6495068
16513,8023290125,-82.3575383,29.6495248
16514,8023290126,-82.3573343,29.6495248
16515,8023290127,-82.3566575,29.6494468
16516,8023290128,-82.3566582,29.6493208
16517,8023290129,-82.3558954,29.6493112
16518,8023290130,-82.3558974,29.6491806
16519,8023290131,-82.3557654,29.6491783
16520,8023290132,-82.3568265,29.6494481
16521,8023290133,-82.3573089,29.6494525
16522,8023646108,-82.3557647,29.6491245
16523,8023646109,-82.3559612,29.6499355
16524,8023646110,-82.3558753,29.6500069
16525,8023646111,-82.3558707,29.6500162
16526,8023646112,-82.3558126,29.6500123
16527,8023646113,-82.355844,29.6500282
16528,8023646114,-82.355822,29.6500198
16529,8023646115,-82.3558029,29.6500044
16530,8023646116,-82.355781,29.6499817
16531,8023646117,-82.3559439,29.6499387
16532,8023646118,-82.3559011,29.6499648
16533,8023646119,-82.3558637,29.6500233
16534,8023646120,-82.3558838,29.6502754
16535,8023646121,-82.355935,29.6502527
16536,8023646122,-82.3559705,29.6502434
16537,8023646123,-82.356076,29.6502446
16538,8023646124,-82.356142,29.6502529
16539,8023646147,-82.357262,29.6490541
16540,8023646151,-82.3570681,29.6494503
16541,8023646152,-82.3570681,29.6493975
16542,8023646153,-82.3571156,29.6493621
16543,8023646154,-82.3570209,29.649361
16544,8023646155,-82.3570684,29.6493616
16545,8023646156,-82.3570685,29.6493398
16546,8023646159,-82.357364,29.6494748
16547,8023646164,-82.3570684,29.6493524
16548,8023646165,-82.3564258,29.6491642
16549,8023646166,-82.3564075,29.6491609
16550,8023646167,-82.3576783,29.6494584
16551,8023646168,-82.3576757,29.6495508
16552,8023646171,-82.3579592,29.6499317
16553,8023646172,-82.3579523,29.6498998
16554,8023646173,-82.3576917,29.6498948
16555,8023646174,-82.357688,29.6500313
16556,8023646175,-82.3578046,29.649897
16557,8023646179,-82.3575981,29.6494588
16558,8023646180,-82.3575892,29.6498923
16559,8023646181,-82.3576793,29.6493283
16560,8023646182,-82.3583444,29.6494444
16561,8023646183,-82.3584073,29.649502
16562,8023646184,-82.3584481,29.6495337
16563,8023646485,-82.3582812,29.6497737
16564,8023646486,-82.3584679,29.6498184
16565,8023646487,-82.3585464,29.6498251
16566,8023646488,-82.3586382,29.6498263
16567,8023646489,-82.3583816,29.6498005
16568,8023646490,-82.3582027,29.6497457
16569,8023646491,-82.3582928,29.6497155
16570,8023646492,-82.3583636,29.6496763
16571,8023646493,-82.3584061,29.6496427
16572,8023646494,-82.358455,29.6495969
16573,8023646495,-82.3583295,29.649697
16574,8023646496,-82.3580841,29.6502179
16575,8023646497,-82.3580952,29.6502714
16576,8023646498,-82.3580523,29.6502963
16577,8023646504,-82.358914,29.6494866
16578,8023646505,-82.3588484,29.6495777
16579,8023646506,-82.3589155,29.6494213
16580,8023646507,-82.3590319,29.6494877
16581,8023646509,-82.3588498,29.6495572
16582,8023646510,-82.3588275,29.6495569
16583,8023646511,-82.3584817,29.649553
16584,8023646515,-82.3563524,29.6491595
16585,8023646516,-82.3563498,29.6492836
16586,8023646517,-82.35644,29.6492847
16587,8023646518,-82.3564393,29.6493181
16588,8023646519,-82.3564396,29.6493014
16589,8023646520,-82.3565024,29.6493189
16590,8023646521,-82.3564992,29.6494682
16591,8023646522,-82.3565359,29.6494704
16592,8023646523,-82.3565333,29.6497592
16593,8023646524,-82.3564792,29.6497592
16594,8023646525,-82.3564779,29.649835
16595,8023646526,-82.3564634,29.649835
16596,8023646527,-82.3559295,29.6492665
16597,8023646528,-82.3558961,29.6492656
16598,8023646530,-82.3559394,29.6489684
16599,8023646531,-82.3557648,29.6489662
16600,8023646532,-82.3558422,29.6489672
16601,8023646533,-82.3558443,29.6491252
16602,8023646534,-82.3558039,29.6491249
16603,8023646535,-82.3558035,29.649179
16604,8023646536,-82.3558037,29.6491482
16605,8023646537,-82.3565008,29.649395
16606,8023646538,-82.3564698,29.6493953
16607,8023646539,-82.356173,29.6493147
16608,8023646540,-82.3561723,29.6493573
16609,8023646547,-82.3596349,29.647746
16610,8023646562,-82.3600672,29.6476499
16611,8023646563,-82.3596643,29.6476944
16612,8023646564,-82.3595931,29.6477004
16613,8023646565,-82.3593218,29.6477114
16614,8023646566,-82.3592584,29.6477117
16615,8023646567,-82.3596328,29.647697
16616,8023646568,-82.35805,29.6483882
16617,8023646569,-82.3579848,29.6483865
16618,8025626356,-82.3498484,29.6465246
16619,8025626357,-82.3497847,29.6465973
16620,8025626358,-82.3497524,29.6466465
16621,8025626359,-82.3496972,29.6467587
16622,8025626360,-82.3496571,29.6468246
16623,8025626361,-82.3488928,29.6467794
16624,8025626362,-82.3495768,29.6466699
16625,8025626363,-82.3495424,29.6466707
16626,8025626364,-82.3495414,29.6468245
16627,8025626365,-82.3494392,29.646825
16628,8025626366,-82.349439,29.6468587
16629,8025626367,-82.3496317,29.6468587
16630,8025626368,-82.3496806,29.6468594
16631,8025626369,-82.3494891,29.6466709
16632,8025626374,-82.3491078,29.646824
16633,8025626375,-82.3495135,29.6466708
16634,8025626376,-82.3487158,29.6460409
16635,8025626377,-82.3487064,29.6461421
16636,8025626378,-82.3486686,29.6462066
16637,8025626379,-82.3487133,29.6459346
