FID,osmid,POINT_X,POINT_Y
7394,4214257909,-82.3522277,29.6375742
7395,4214257910,-82.3521235,29.6375794
7396,4214257911,-82.3522717,29.6375817
7397,4214257912,-82.3526218,29.6375864
7398,4214257913,-82.3520786,29.6375922
7399,4214257916,-82.3520377,29.6376155
7400,4214257917,-82.3523526,29.6376166
7401,4214257918,-82.3526044,29.6376275
7402,4214257919,-82.3524099,29.6376696
7403,4214257920,-82.35198,29.6376604
7404,4214257921,-82.3521208,29.6376773
7405,4214257923,-82.3520779,29.6377064
7406,4214257924,-82.3525761,29.6376766
7407,4214257925,-82.3522762,29.6376801
7408,4214257926,-82.3524253,29.6376907
7409,4214257929,-82.3519472,29.6377129
7410,4214257930,-82.3520497,29.6377499
7411,4214257932,-82.3534075,29.6377284
7412,4214257933,-82.35232,29.6377092
7413,4214257934,-82.3525327,29.6377311
7414,4214257935,-82.3524454,29.6377375
7415,4214257937,-82.3519351,29.6377473
7416,4214257938,-82.3534162,29.6377575
7417,4214257939,-82.3524924,29.6377641
7418,4214257940,-82.3535447,29.6377833
7419,4214257942,-82.3520396,29.6377975
7420,4214257947,-82.3524571,29.6377879
7421,4214257948,-82.3523451,29.6377485
7422,4214257949,-82.3534234,29.6377971
7423,4214257950,-82.3519291,29.6377927
7424,4214257951,-82.3526652,29.6378158
7425,4214257954,-82.3534276,29.6378333
7426,4214257955,-82.3520489,29.6378452
7427,4214257956,-82.3519313,29.6378326
7428,4214257957,-82.3524642,29.6378382
7429,4214257958,-82.3523536,29.6377932
7430,4214257959,-82.3534311,29.6378627
7431,4214257960,-82.3519432,29.6378766
7432,4214257961,-82.3520771,29.637891
7433,4214257963,-82.3534859,29.6379075
7434,4214257965,-82.3519882,29.6379253
7435,4214257966,-82.3522117,29.6379375
7436,4214257968,-82.3523395,29.6379216
7437,4214257969,-82.3520266,29.6379513
7438,4214257971,-82.3520556,29.6379692
7439,4214257973,-82.352095,29.6379863
7440,4214257975,-82.352375,29.6379856
7441,4214257977,-82.3522107,29.6379961
7442,4214257978,-82.3521537,29.6379985
7443,4214257980,-82.3535826,29.6380294
7444,4214257983,-82.3515304,29.6380432
7445,4214257984,-82.3513562,29.6380637
7446,4214257987,-82.3509407,29.6381132
7447,4214257991,-82.3531191,29.6381844
7448,4214257993,-82.3524423,29.6381101
7449,4214258000,-82.3536765,29.6382829
7450,4214258005,-82.3536779,29.6383132
7451,4214258007,-82.3536665,29.6383476
7452,4214258011,-82.3531744,29.6384888
7453,4214258012,-82.3525221,29.6385777
7454,4214258015,-82.3514282,29.6388538
7455,4230900831,-82.3574114,29.625689
7456,4230900832,-82.3571988,29.625712
7457,4239206796,-82.3638076,29.6410244
7458,4239206797,-82.3639079,29.6410772
7459,4239206798,-82.3637891,29.6411374
7460,4239206799,-82.3638116,29.6414976
7461,4239206802,-82.3637859,29.641765
7462,4239206803,-82.3638219,29.6418536
7463,4239206804,-82.3641777,29.6419771
7464,4239206805,-82.3635327,29.6419356
7465,4239206806,-82.3637913,29.6419382
7466,4239206807,-82.3634938,29.6420701
7467,4239206808,-82.3635139,29.6420856
7468,4239206809,-82.3635387,29.6421197
7469,4239206810,-82.3635466,29.6421368
7470,4239206811,-82.3635099,29.642146
7471,4239206812,-82.363498,29.6421723
7472,4239206813,-82.3637046,29.6421687
7473,4239206815,-82.3635086,29.6422001
7474,4239206816,-82.363718,29.642206
7475,4239206817,-82.3635416,29.6422849
7476,4239206818,-82.3635648,29.6423288
7477,4239206819,-82.3635876,29.6423411
7478,4239206820,-82.3641062,29.6431107
7479,4239206821,-82.3639962,29.6430062
7480,4239206822,-82.3641128,29.6431778
7481,4239206826,-82.3624101,29.6433295
7482,4239206829,-82.3623196,29.6433773
7483,4239206837,-82.364145,29.6437156
7484,4239206838,-82.3641488,29.6437487
7485,4239206839,-82.3639666,29.6437124
7486,4239206841,-82.3640276,29.6437457
7487,4239206842,-82.3641024,29.6437438
7488,4239206844,-82.3641806,29.6438319
7489,4239206857,-82.3642092,29.6443083
7490,4239206859,-82.3642128,29.6444472
7491,4239206860,-82.36418,29.6445841
7492,4239206861,-82.3640794,29.6446483
7493,4239206862,-82.3638485,29.6446516
7494,4239206863,-82.3639088,29.6446517
7495,4239206864,-82.3637577,29.6446443
7496,4239206867,-82.3636417,29.6446522
7497,4249724477,-82.3504503,29.6418696
7498,4249724799,-82.34575,29.6384922
7499,4249724800,-82.3458122,29.6384963
7500,4249724801,-82.3456851,29.6385011
7501,4249724802,-82.3458623,29.6385293
7502,4249724803,-82.3459123,29.6385798
7503,4249724805,-82.3523421,29.6386705
7504,4249724807,-82.3522071,29.6386996
7505,4249724808,-82.3451367,29.6386963
7506,4249724809,-82.3520813,29.6387279
7507,4249724810,-82.3517393,29.6387552
7508,4249724812,-82.3462065,29.6387588
7509,4249724813,-82.3451697,29.6387637
7510,4249724815,-82.3519313,29.638765
7511,4249724816,-82.3461249,29.6387705
7512,4249724818,-82.3514124,29.6387859
7513,4249724819,-82.3460127,29.6387915
7514,4249724820,-82.345061,29.6388064
7515,4249724821,-82.3518012,29.6387976
7516,4249724823,-82.3517599,29.638809
7517,4249724826,-82.3449808,29.6388294
7518,4249724827,-82.3452063,29.6388382
7519,4249724829,-82.351617,29.6388498
7520,4249724831,-82.3518163,29.6388431
7521,4249724832,-82.3448555,29.6388866
7522,4249724833,-82.3514937,29.6388875
7523,4249724834,-82.35144,29.6389049
7524,4249724835,-82.3448123,29.6389185
7525,4249724836,-82.3518279,29.6389004
7526,4249724837,-82.3512451,29.6389701
7527,4249724838,-82.351823,29.6389473
7528,4249724839,-82.3452898,29.6389923
7529,4249724840,-82.3445859,29.6390024
7530,4249724841,-82.3454067,29.6390092
7531,4249724842,-82.3511173,29.6390116
7532,4249724843,-82.3445613,29.6390141
7533,4249724844,-82.3453436,29.6390189
7534,4249724845,-82.3510414,29.6390357
7535,4249724846,-82.3445451,29.6390467
7536,4249724847,-82.3517812,29.6390207
7537,4249724848,-82.3509636,29.6390614
7538,4249724850,-82.3441967,29.6390738
7539,4249724851,-82.3445492,29.6390818
7540,4249724852,-82.3443335,29.6390844
7541,4249724853,-82.3442571,29.6390971
7542,4249724854,-82.3444415,29.6391061
7543,4249724855,-82.3461414,29.638833
7544,4249724856,-82.3508003,29.6391136
7545,4249724857,-82.3445595,29.6391137
7546,4249724858,-82.3444759,29.6391225
7547,4249724859,-82.3517089,29.6391036
7548,4249724860,-82.3507092,29.6391478
7549,4249724861,-82.3445933,29.639175
7550,4249724862,-82.3461157,29.6391786
7551,4249724863,-82.3506481,29.6391801
7552,4249724864,-82.3516198,29.6392208
7553,4249724865,-82.3445205,29.6392052
7554,4249724867,-82.351585,29.6393139
7555,4249724869,-82.3503867,29.639356
7556,4249724871,-82.3460915,29.6394101
7557,4249724873,-82.3515277,29.6394668
7558,4249724875,-82.3460832,29.639475
7559,4249724876,-82.3461457,29.6394783
7560,4249724877,-82.34624,29.6394843
7561,4249724878,-82.3515208,29.6394789
7562,4249725091,-82.3514818,29.6395224
7563,4249725092,-82.3478106,29.6395619
7564,4249725093,-82.3479164,29.6395639
7565,4249725094,-82.347728,29.6395692
7566,4249725095,-82.3480092,29.6395768
7567,4249725096,-82.347645,29.6395861
7568,4249725097,-82.3480793,29.6395885
7569,4249725098,-82.3462239,29.6395889
7570,4249725099,-82.348154,29.6395978
7571,4249725100,-82.3503876,29.639617
7572,4249725101,-82.351445,29.6395578
7573,4249725102,-82.3475294,29.6396301
7574,4249725103,-82.3483331,29.6396494
7575,4249725104,-82.3473508,29.6396627
7576,4249725106,-82.3462382,29.6396768
7577,4249725107,-82.3471828,29.6396797
7578,4249725108,-82.3467137,29.6396813
7579,4249725109,-82.3470696,29.6396825
7580,4249725110,-82.3462131,29.6396827
7581,4249725111,-82.3513396,29.6396902
7582,4249725113,-82.3489045,29.6397046
7583,4249725114,-82.3485024,29.6397148
7584,4249725115,-82.346053,29.6397158
7585,4249725118,-82.3461857,29.6397301
7586,4249725120,-82.3485729,29.6397341
7587,4249725121,-82.3486235,29.6397406
7588,4249725122,-82.3486834,29.6397466
7589,4249725125,-82.3487757,29.6397535
7590,4249725126,-82.348811,29.6397555
7591,4249725127,-82.3461839,29.6397599
7592,4249725128,-82.3489109,29.6397706
7593,4249725129,-82.3488425,29.6397817
7594,4249725130,-82.3489149,29.6398023
7595,4249725136,-82.346066,29.6399202
7596,4249725137,-82.3513196,29.6400013
7597,4249725138,-82.3489539,29.6400071
7598,4249725139,-82.3512579,29.6400506
7599,4249725144,-82.348894,29.6400499
7600,4249725145,-82.3503809,29.6400561
7601,4249725148,-82.3504739,29.6400773
7602,4249725149,-82.3462071,29.6400809
7603,4249725151,-82.3503797,29.6400999
7604,4249725152,-82.3462094,29.6401055
7605,4249725154,-82.3503505,29.6401071
7606,4249725157,-82.3462177,29.640133
7607,4249725160,-82.3501305,29.6401507
7608,4249725161,-82.3503779,29.6401621
7609,4249725162,-82.34624,29.6401729
7610,4249725163,-82.3503871,29.6401828
7611,4249725168,-82.3460892,29.6402808
7612,4249725172,-82.3462423,29.6403306
7613,4249725174,-82.3462391,29.6403451
7614,4249725175,-82.348952,29.6403612
7615,4249725177,-82.3462229,29.6403628
7616,4249725178,-82.3491098,29.6403668
7617,4249725179,-82.3462057,29.6403858
7618,4249725180,-82.3490312,29.6403849
7619,4249725182,-82.3512569,29.6404101
7620,4249725186,-82.3461899,29.6404302
7621,4249725289,-82.3460396,29.6404465
7622,4249725291,-82.3461853,29.6404632
7623,4249725292,-82.3490616,29.6404755
7624,4249725293,-82.3511932,29.6404655
7625,4249725298,-82.3503825,29.6405021
7626,4249725300,-82.3461894,29.640508
7627,4249725303,-82.3503779,29.6405368
7628,4249725305,-82.350362,29.6405495
7629,4249725306,-82.3506742,29.640553
7630,4249725310,-82.3505816,29.6405496
7631,4249725317,-82.3503579,29.6406946
7632,4249725320,-82.3462117,29.6406995
7633,4249725321,-82.3460711,29.6407014
7634,4249725323,-82.3460521,29.6407123
7635,4249725324,-82.3503718,29.6407344
7636,4249725330,-82.3505778,29.6408137
7637,4249725335,-82.3491256,29.6408266
7638,4249725337,-82.3506007,29.6408483
7639,4249725344,-82.3460776,29.6409139
7640,4249725345,-82.3503635,29.6409195
7641,4249725346,-82.3460925,29.6409353
7642,4249725348,-82.350575,29.6409393
7643,4249725352,-82.3505733,29.6409941
7644,4249725354,-82.346247,29.6409887
7645,4249725355,-82.3502985,29.6409907
7646,4249725356,-82.3503632,29.6409909
7647,4249725359,-82.348977,29.6410021
7648,4249725360,-82.3499005,29.6410538
7649,4249725367,-82.348914,29.6410342
7650,4249725368,-82.3498007,29.6410757
7651,4249725370,-82.3503628,29.6410595
7652,4249725371,-82.3497414,29.641092
7653,4249725374,-82.3497012,29.6411075
7654,4249725378,-82.3496682,29.6411299
7655,4249725379,-82.3486094,29.6411244
7656,4249725382,-82.3484378,29.6411539
7657,4249725383,-82.3496363,29.6411568
7658,4249725384,-82.3461241,29.6411651
7659,4249725386,-82.3496184,29.6411921
7660,4249725387,-82.3462129,29.6412444
7661,4249725388,-82.3483089,29.6412235
7662,4249725389,-82.3462815,29.6412413
7663,4249725390,-82.3495995,29.6412469
7664,4249725391,-82.3481743,29.6412275
7665,4249725392,-82.3482158,29.64123
7666,4249725393,-82.3481281,29.6412324
7667,4249725395,-82.347698,29.6412402
7668,4249725396,-82.3476497,29.6412414
7669,4249725397,-82.3477947,29.6412415
7670,4249725398,-82.3480894,29.6412428
7671,4249725401,-82.3481007,29.6412456
7672,4249725402,-82.3514775,29.6412456
7673,4249725403,-82.3476022,29.641267
7674,4249725404,-82.3481191,29.6412656
7675,4249725405,-82.3462883,29.6412996
7676,4249725406,-82.3475745,29.6413022
7677,4249725407,-82.3464908,29.6413156
7678,4249725408,-82.3481384,29.6413214
7679,4249725409,-82.3461588,29.6413264
7680,4249725410,-82.3475311,29.6413666
7681,4249725411,-82.3466747,29.6413927
7682,4249725412,-82.3481671,29.6413956
7683,4249725413,-82.3482326,29.6413862
7684,4249725414,-82.3475042,29.6414128
7685,4249725415,-82.3481928,29.6414088
7686,4249725416,-82.3467558,29.6414294
7687,4249725417,-82.3463152,29.6414424
7688,4249725418,-82.3474783,29.6414484
7689,4249725419,-82.3471191,29.6414687
7690,4249725420,-82.3469091,29.6414673
7691,4249725421,-82.3472008,29.6414686
7692,4249725422,-82.347252,29.6414685
7693,4249725423,-82.3470624,29.6414702
7694,4249725424,-82.3473335,29.6414702
7695,4249725425,-82.3474131,29.641472
7696,4249725426,-82.3469902,29.6414714
7697,4249725427,-82.3474443,29.6414718
7698,4249725428,-82.3461783,29.6414817
7699,4249725429,-82.3438537,29.6415603
7700,4249725430,-82.3463384,29.641613
7701,4249725431,-82.3462029,29.6416249
7702,4249725432,-82.3463509,29.6416355
7703,4249725433,-82.3438588,29.6416454
7704,4249725434,-82.3463653,29.6416472
7705,4249725435,-82.3463848,29.6416533
7706,4249725436,-82.3463964,29.6417031
7707,4249725437,-82.3438454,29.6417204
7708,4249725438,-82.3464057,29.6417404
7709,4249725439,-82.3503541,29.6417605
7710,4249725440,-82.3463936,29.6417569
7711,4249725441,-82.3462386,29.6417624
7712,4249725442,-82.3463857,29.6417815
7713,4249725443,-82.3503534,29.6418258
7714,4249725444,-82.3464163,29.6418658
7715,4249725445,-82.3462767,29.6418721
7716,4249725446,-82.3438152,29.6418797
7717,4249725447,-82.3464692,29.6419868
7718,4249725449,-82.3465203,29.6420876
7719,4249725450,-82.3463797,29.6421023
7720,4249725451,-82.3465746,29.6421759
7721,4249725452,-82.3464743,29.6422636
7722,4249725453,-82.3437479,29.6422693
7723,4249725454,-82.3466762,29.6423461
7724,4249725455,-82.3465681,29.6424112
7725,4249725456,-82.3467272,29.6424356
7726,4249725457,-82.3466064,29.6424875
7727,4249725458,-82.3467736,29.6425207
7728,4249725459,-82.3466279,29.6425298
7729,4249725460,-82.3436946,29.6425778
7730,4249725461,-82.3468079,29.6426191
7731,4249725462,-82.3466789,29.6426419
7732,4249725463,-82.3468441,29.6427002
7733,4249725464,-82.346711,29.6427197
7734,4249725465,-82.3468748,29.6427816
7735,4249725466,-82.3467444,29.6428161
7736,4249725467,-82.3436459,29.64285
7737,4249725468,-82.3468984,29.642857
7738,4249725469,-82.3467729,29.642908
7739,4249725470,-82.3469198,29.6429282
7740,4249725471,-82.3436152,29.6429907
7741,4249725472,-82.3469416,29.6430155
7742,4249725473,-82.3468141,29.6430573
7743,4249725474,-82.3469575,29.6430742
7744,4249725475,-82.3468237,29.6430942
7745,4249725476,-82.3435916,29.6431117
7746,4249725477,-82.346972,29.6431465
7747,4249725478,-82.3435897,29.6431609
7748,4249725479,-82.3468478,29.6432327
7749,4249725480,-82.350436,29.6432407
7750,4249725482,-82.3435837,29.6432464
7751,4249725483,-82.3503442,29.6432673
7752,4249725484,-82.3469926,29.6432889
7753,4249725485,-82.3503444,29.6433632
7754,4249725486,-82.3468664,29.6433702
7755,4249725488,-82.3470037,29.6434002
7756,4249725490,-82.3435791,29.643421
7757,4249725491,-82.3468715,29.643446
7758,4249725492,-82.3468757,29.6435678
7759,4249725493,-82.3470093,29.6435732
7760,4249725495,-82.3498466,29.643613
7761,4249725497,-82.3503401,29.643683
7762,4249725498,-82.3502519,29.6436831
7763,4249725499,-82.3435832,29.6437215
7764,4249725500,-82.3468743,29.6437755
7765,4249725501,-82.349637,29.6438005
7766,4249725502,-82.3498329,29.643801
7767,4249725503,-82.3435836,29.6438393
7768,4249725504,-82.343584,29.6438689
7769,4249725505,-82.3496367,29.6438945
7770,4249725506,-82.3498326,29.643895
7771,4249725507,-82.3470075,29.6439344
7772,4249725508,-82.3470565,29.6439345
7773,4249725509,-82.3435923,29.6439506
7774,4249725511,-82.3470213,29.6440021
7775,4249725512,-82.343593,29.644067
7776,4249725514,-82.3503321,29.644087
7777,4249725515,-82.3503302,29.644164
7778,4249725516,-82.3470174,29.6441878
7779,4249725517,-82.3503103,29.6442114
7780,4249725519,-82.3435911,29.6442977
7781,4249725520,-82.350309,29.6443003
7782,4249725522,-82.3503227,29.6443419
7783,4249725525,-82.3470165,29.6444092
7784,4249725526,-82.3503212,29.6444015
7785,4249725527,-82.3468659,29.6444255
7786,4249725529,-82.3470177,29.6444388
7787,4249725531,-82.3500043,29.6444634
7788,4249725534,-82.3502363,29.6445336
7789,4249725539,-82.347015,29.6446038
7790,4249725540,-82.3470144,29.6446303
7791,4249725541,-82.3515959,29.6446441
7792,4249725543,-82.3488966,29.6446514
7793,4249725545,-82.3470138,29.6446586
7794,4249725547,-82.3468645,29.6446699
7795,4249725548,-82.3470031,29.6446791
7796,4249725549,-82.350317,29.6446755
7797,4249725550,-82.343592,29.6446832
7798,4249725552,-82.3470005,29.6446933
7799,4249725553,-82.3435976,29.6447066
7800,4249725554,-82.3442394,29.6447111
7801,4249725555,-82.3444755,29.6447119
7802,4249725556,-82.3492702,29.644713
7803,4249725557,-82.346852,29.6447154
7804,4249725558,-82.3470112,29.6447187
7805,4249725559,-82.3436244,29.6447293
7806,4249725560,-82.3441508,29.6447361
7807,4249725561,-82.3503118,29.6447414
7808,4249725562,-82.3436494,29.6447488
7809,4249725563,-82.3468223,29.6447505
7810,4249725564,-82.3470362,29.6447509
7811,4249725565,-82.343705,29.644757
7812,4249725566,-82.3440615,29.6447643
7813,4249725567,-82.3451076,29.6447674
7814,4249725568,-82.3467992,29.6447698
7815,4249725569,-82.3470631,29.6447695
7816,4249725570,-82.3446421,29.6447725
7817,4249725571,-82.3458025,29.6447725
7818,4249725572,-82.3460435,29.6447738
7819,4249725573,-82.3465145,29.6447782
7820,4249725574,-82.3503104,29.644783
7821,4249725575,-82.3467579,29.6447799
7822,4249725577,-82.3473647,29.6447784
7823,4249725578,-82.3505359,29.6447833
7824,4249725579,-82.3476375,29.6447764
7825,4249725580,-82.3478389,29.6447792
7826,4249725581,-82.3471498,29.6447851
7827,4249725582,-82.3471058,29.6447816
7828,4249725583,-82.3481572,29.6447885
7829,4249725584,-82.3482088,29.64479
7830,4249725585,-82.3482787,29.644792
7831,4249725586,-82.3484974,29.6448046
7832,4249725587,-82.3496976,29.6448034
7833,4249725588,-82.3498134,29.6448042
7834,4249725589,-82.3499263,29.6448053
7835,4249725590,-82.3488966,29.6448066
7836,4249725591,-82.3502385,29.6448059
7837,4249725592,-82.3486904,29.6448068
7838,4249725593,-82.3491204,29.6448074
7839,4249725594,-82.3492691,29.644809
7840,4249725595,-82.3495594,29.6448122
7841,4249725597,-82.351521,29.6448284
7842,4249725598,-82.3434046,29.6448291
7843,4249725599,-82.3436242,29.64483
7844,4249725600,-82.3520265,29.6448333
7845,4249725601,-82.3485095,29.6448738
7846,4249725604,-82.3434069,29.6449209
7847,4249725605,-82.3435143,29.6449211
7848,4249725606,-82.343627,29.6449204
7849,4249725608,-82.3470921,29.6449305
7850,4249725609,-82.3479764,29.6449349
7851,4249725610,-82.3470264,29.6449521
7852,4249725611,-82.3497387,29.6449401
7853,4249725612,-82.3484597,29.6449431
7854,4249725613,-82.3487598,29.6449461
7855,4249725614,-82.3502366,29.6449453
7856,4249725615,-82.3495564,29.6449481
7857,4249725617,-82.3485076,29.6449581
7858,4249725618,-82.3485994,29.6449574
7859,4249725619,-82.3487049,29.6449694
7860,4249725620,-82.3502714,29.6449715
7861,4249725622,-82.350308,29.6450074
7862,4249725623,-82.3503168,29.6450618
7863,4249725624,-82.3503122,29.6452244
7864,4249725625,-82.350302,29.6454058
7865,4249725626,-82.3502858,29.6456647
7866,4249725627,-82.3502802,29.6457647
7867,4249843635,-82.3509882,29.6341698
7868,4249843636,-82.3501624,29.6341757
7869,4249843637,-82.3509391,29.6341884
7870,4249843639,-82.3502223,29.634225
7871,4249843640,-82.3503291,29.6342418
7872,4249843641,-82.3507255,29.6342475
7873,4249843642,-82.3504715,29.6342517
7874,4249843643,-82.3505313,29.6342531
7875,4249843691,-82.3620628,29.6366601
7876,4249843732,-82.3655995,29.6378959
7877,4249843733,-82.365419,29.6380548
7878,4249843743,-82.3562445,29.6385117
7879,4249843745,-82.3562714,29.6385705
7880,4249843746,-82.3564168,29.6387623
7881,4249843747,-82.3564383,29.6387985
7882,4249843748,-82.3564437,29.6388185
7883,4249843749,-82.3564712,29.6389698
7884,4249843750,-82.3565083,29.6392076
7885,4249843752,-82.3565146,29.6393049
7886,4249843753,-82.3565169,29.6395139
7887,4249843755,-82.3565037,29.6399105
7888,4249843756,-82.3671483,29.6399416
7889,4251054941,-82.3504588,29.6409918
7890,4255604071,-82.3438106,29.6426825
7891,4255604072,-82.3448902,29.6427389
7892,4255604073,-82.3485019,29.6429093
7893,4255604074,-82.3481124,29.6429116
7894,4255604075,-82.344936,29.6429645
7895,4255604076,-82.3449832,29.6429661
7896,4255604077,-82.3450767,29.6430068
7897,4255604078,-82.3449279,29.6430507
7898,4255604079,-82.3451721,29.6430582
7899,4255604080,-82.3449431,29.6431254
7900,4255604081,-82.3452704,29.6431254
7901,4255604082,-82.3449403,29.6432016
7902,4255604083,-82.3453687,29.6432083
7903,4255604084,-82.3449384,29.6432613
7904,4255604085,-82.3453849,29.6433202
7905,4255604086,-82.3449603,29.6433277
7906,4255604087,-82.3450013,29.643365
7907,4255604088,-82.3450948,29.6434396
7908,4255604455,-82.3668197,29.6373699
7909,4255604456,-82.3651674,29.6373727
7910,4255604460,-82.3678079,29.6374567
7911,4255604461,-82.3651655,29.6374631
7912,4255604478,-82.372755,29.6375439
7913,4255604479,-82.3729114,29.6375439
7914,4255604480,-82.3730116,29.6375464
7915,4255604481,-82.3691245,29.6375486
7916,4255604482,-82.3693006,29.6375516
7917,4255604483,-82.373108,29.6375489
7918,4255604484,-82.3734009,29.6375489
7919,4255604485,-82.3696483,29.637549
7920,4255604486,-82.3687452,29.6375494
7921,4255604487,-82.372816,29.6375497
7922,4255604488,-82.3732521,29.6375506
7923,4255604489,-82.3684872,29.6375507
7924,4255604490,-82.3684098,29.6375511
7925,4255604491,-82.3678068,29.6375523
7926,4255604492,-82.3679189,29.6375523
7927,4255604493,-82.3697976,29.6375544
7928,4255604494,-82.3722864,29.6375602
7929,4255604495,-82.3700385,29.6375631
7930,4255604496,-82.3718796,29.6375679
7931,4255604497,-82.3712451,29.6375701
7932,4255604498,-82.3711022,29.6375699
7933,4255604500,-82.3722031,29.6375685
7934,4255604501,-82.3722558,29.6375672
7935,4255604502,-82.3702026,29.6375677
7936,4255604503,-82.3705096,29.6375684
7937,4255604504,-82.3709044,29.6375685
7938,4255604506,-82.3735848,29.6375492
7939,4255604510,-82.365165,29.637592
7940,4255604519,-82.373699,29.6375627
7941,4255604520,-82.3685306,29.6376175
7942,4255604522,-82.3684872,29.6376183
7943,4255604523,-82.359204,29.6376465
7944,4255604524,-82.3738239,29.6375932
7945,4255604526,-82.3601541,29.6376406
7946,4255604527,-82.3739802,29.6375948
7947,4255604529,-82.3651639,29.6376453
7948,4255604531,-82.3602023,29.6377091
7949,4255604532,-82.3601535,29.6377092
7950,4255604533,-82.3684863,29.6377097
7951,4255604534,-82.3600977,29.6377097
7952,4255604535,-82.3665748,29.6377089
7953,4255604536,-82.3605383,29.6377103
7954,4255604537,-82.3656443,29.6377144
7955,4255604538,-82.3643071,29.6377191
7956,4255604539,-82.3670625,29.6377089
7957,4255604540,-82.3654697,29.6377156
7958,4255604541,-82.3606758,29.637714
7959,4255604542,-82.3629108,29.6377224
7960,4255604544,-82.3628042,29.637738
7961,4255604545,-82.3640398,29.63772
7962,4255604546,-82.365164,29.6377134
7963,4255604547,-82.3611705,29.6377214
7964,4255604549,-82.3619943,29.6377208
7965,4255604550,-82.3620701,29.6377204
7966,4255604551,-82.367461,29.637732
7967,4255604552,-82.3722531,29.6377517
7968,4255604553,-82.3705905,29.6377518
7969,4255604554,-82.3718939,29.6377525
7970,4255604555,-82.3684633,29.6377526
7971,4255604556,-82.3684863,29.6377526
7972,4255604557,-82.3710991,29.6377529
7973,4255604558,-82.371476,29.6377529
7974,4255604559,-82.3692985,29.6377534
7975,4255604560,-82.3692189,29.6377543
7976,4255604561,-82.3600106,29.6377169
7977,4255604562,-82.3702494,29.6377551
7978,4255604563,-82.3722898,29.6377595
7979,4255604565,-82.3676998,29.6377467
7980,4255604567,-82.3680537,29.637752
7981,4255604568,-82.3624216,29.63775
7982,4255604569,-82.3627444,29.6377474
7983,4255604570,-82.3626069,29.6377478
7984,4255604572,-82.3733702,29.6377745
7985,4255604573,-82.3729893,29.637786
7986,4255604574,-82.3735929,29.6377768
7987,4255604575,-82.3727609,29.6377855
7988,4255604576,-82.3737042,29.6377801
7989,4255604577,-82.3739625,29.6377835
7990,4255604582,-82.3599431,29.6377344
7991,4255604588,-82.3599719,29.6378896
7992,4255604589,-82.3596738,29.6378597
7993,4255604590,-82.3591834,29.6378595
7994,4255604591,-82.3591129,29.6378675
7995,4255604592,-82.3620711,29.6378887
7996,4255604594,-82.3601544,29.6379043
7997,4255604595,-82.3600835,29.6379026
7998,4255604596,-82.3590536,29.6378755
7999,4255604597,-82.3590003,29.6378976
8000,4255604598,-82.3589489,29.6379607
8001,4255604599,-82.3588102,29.6380955
8002,4255604601,-82.3571403,29.6382643
8003,4255604602,-82.3573453,29.6382655
8004,4255604604,-82.3557274,29.638281
8005,4255604606,-82.3562396,29.638274
8006,4255604607,-82.358556,29.6383164
8007,4255604608,-82.3560438,29.6382732
8008,4255604609,-82.3575122,29.6383164
8009,4255604610,-82.3585031,29.6383321
8010,4255604611,-82.3548241,29.6383489
8011,4255604612,-82.3575726,29.6383289
8012,4255604613,-82.3584363,29.6383432
8013,4255604614,-82.3576372,29.6383436
8014,4255604615,-82.3583558,29.6383464
8015,4255604616,-82.3583005,29.6383472
8016,4255604617,-82.3538529,29.6384652
8017,4255604618,-82.3531798,29.6385346
8018,4255604619,-82.3527941,29.6385985
8019,4255604620,-82.3420069,29.6401873
8020,4255604621,-82.342075,29.6403182
8021,4255604622,-82.3421306,29.640419
8022,4255604623,-82.3421979,29.6405426
8023,4255604624,-82.3422645,29.6406563
8024,4255604625,-82.3423138,29.6407424
8025,4255604626,-82.342312,29.6408484
8026,4255604627,-82.3424229,29.6409332
8027,4255604628,-82.3424753,29.6410469
8028,4255604629,-82.3425288,29.6411571
8029,4255604630,-82.3461441,29.6412042
8030,4255604631,-82.3461468,29.6412511
8031,4255604632,-82.3495884,29.6412894
8032,4255604633,-82.3495801,29.6413343
8033,4255604634,-82.3426194,29.6413429
8034,4255604635,-82.3495741,29.6413734
8035,4255604636,-82.3426185,29.6414092
8036,4255604637,-82.3459077,29.6414611
8037,4255604638,-82.3426099,29.6414797
8038,4255604639,-82.345861,29.6415166
8039,4255604640,-82.3495595,29.6415108
8040,4255604641,-82.3495505,29.6416056
8041,4255604642,-82.3458066,29.641607
8042,4255604643,-82.342606,29.6416331
8043,4255604644,-82.3495465,29.6416984
8044,4255604645,-82.3495417,29.6417855
8045,4255604646,-82.3457083,29.6418035
8046,4255604647,-82.3426562,29.6418184
8047,4255604648,-82.3495352,29.6418967
8048,4255604650,-82.3456434,29.6419254
8049,4255604651,-82.3427756,29.6420439
8050,4255604652,-82.3495306,29.64202
8051,4255604653,-82.3428006,29.6420817
8052,4255604654,-82.3495223,29.6420703
8053,4255604655,-82.3455709,29.6420921
8054,4255604656,-82.3494534,29.6421372
8055,4255604657,-82.3428385,29.6421258
8056,4255604658,-82.3455299,29.6421659
8057,4255604659,-82.3493499,29.6421794
8058,4255604660,-82.3428684,29.6421489
8059,4255604661,-82.3491877,29.6422159
8060,4255604662,-82.3454746,29.6422198
8061,4255604663,-82.3491028,29.6422225
8062,4255604664,-82.3490083,29.6422267
8063,4255604665,-82.3489473,29.6422408
8064,4255604666,-82.343121,29.6423362
