OBJECTID,osmid,POINT_Y,point_x
253,3801708693,-82.3729526,29.6263727
254,1276695573,-82.3710972,29.6263733
255,1276695608,-82.371149,29.6263795
256,3881267248,-82.3395497,29.6263824
257,84897915,-82.356774,29.626389
258,84898992,-82.35634,29.62639
259,84773656,-82.363802,29.626391
260,3809390270,-82.3726922,29.6263928
261,6062673641,-82.3713369,29.6263938
262,3881267249,-82.3395582,29.6263997
263,7120518714,-82.3726242,29.626404
264,84921071,-82.356728,29.626415
265,1276695443,-82.3709964,29.6264228
266,1021355264,-82.3566561,29.6264233
267,84923939,-82.368585,29.626424
268,3809390271,-82.3727312,29.6264261
269,3881267250,-82.3395594,29.6264276
270,84921069,-82.356615,29.626428
271,7805423502,-82.3709741,29.6264354
272,3801708695,-82.3728626,29.6264387
273,2168048254,-82.3726631,29.6264417
274,3801708696,-82.3727732,29.6264472
275,3801708697,-82.3728155,29.626449
276,4072027102,-82.3718955,29.626455
277,3881267251,-82.3395461,29.6264601
278,7120518713,-82.3726988,29.6264671
279,84897913,-82.356839,29.626475
280,2168048267,-82.3727459,29.6264925
281,2168048269,-82.3732157,29.626501
282,84776611,-82.367811,29.626503
283,7120518712,-82.3727766,29.6265041
284,3881267252,-82.3392609,29.6265042
285,3809390272,-82.3723225,29.6265065
286,3879139905,-82.3718599,29.6265079
287,2168048271,-82.3729211,29.6265107
288,2168048273,-82.3728249,29.6265111
289,84800252,-82.355863,29.626517
290,6061498594,-82.3735333,29.6265273
291,7080072771,-82.3724157,29.6265295
292,84800251,-82.355855,29.626537
293,7025228665,-82.3663626,29.6265388
294,7080072772,-82.372324,29.6265571
295,4072027103,-82.371811,29.62656
296,3801708698,-82.3726981,29.626572
297,84863146,-82.3409,29.626576
298,8899770240,-82.3735926,29.6265836
299,6062673640,-82.3717852,29.6265874
300,84773640,-82.362174,29.62659
301,7328109979,-82.3674247,29.6265965
302,7328109980,-82.3669137,29.6265965
303,3881267254,-82.3391879,29.6266088
304,7080072773,-82.3722889,29.6266106
305,84762755,-82.3405898,29.6266111
306,84850445,-82.334079,29.626617
307,7805423505,-82.3706445,29.6266219
308,84797830,-82.3654815,29.626622
309,3881267255,-82.3395443,29.6266256
310,1276695646,-82.3706324,29.6266287
311,7805423503,-82.3711031,29.6266313
312,84897912,-82.357006,29.626639
313,6061498589,-82.373966,29.6266415
314,84773658,-82.3644,29.626651
315,7134765985,-82.3387047,29.626653
316,7025251090,-82.3705826,29.6266536
317,3801708699,-82.3725955,29.6266559
318,84740647,-82.3717118,29.6266653
319,3801708700,-82.3731531,29.6266657
320,3801708701,-82.3727158,29.6266674
321,8899770241,-82.3734896,29.626671
322,84726927,-82.3647716,29.6266843
323,8288341288,-82.3342611,29.6266847
324,8288341289,-82.3341561,29.6266859
325,8288341290,-82.3340868,29.6266882
326,7120518705,-82.3738968,29.6266948
327,7134765986,-82.3382925,29.6266965
328,8899770242,-82.373465,29.6267064
329,3809390274,-82.3723286,29.626709
330,2168048275,-82.3725218,29.6267116
331,84889710,-82.365406,29.626717
332,8288341287,-82.3343345,29.6267193
333,7134765997,-82.3378993,29.6267257
334,84836444,-82.357087,29.626733
335,7080072774,-82.372269,29.6267342
336,8899770243,-82.3734572,29.6267356
337,6061498595,-82.373253,29.6267372
338,1276695598,-82.3704082,29.6267409
339,7134765987,-82.3376169,29.6267467
340,2168048276,-82.3726019,29.6267563
341,1021352493,-82.3724265,29.6267631
342,8899770244,-82.373456,29.6267633
343,7134765988,-82.3372542,29.6267668
344,6061498590,-82.3737934,29.6267745
345,1021355263,-82.3569885,29.6267856
346,7120518707,-82.3728597,29.6267861
347,84800250,-82.3558614,29.6267879
348,8899770245,-82.3734644,29.6267883
349,84726924,-82.3645427,29.6267904
350,84863145,-82.340918,29.626808
351,7805423504,-82.3707684,29.6268099
352,84822555,-82.3715717,29.6268138
353,2168048278,-82.3723077,29.6268142
354,7120518711,-82.3723268,29.6268176
355,8899770246,-82.3734896,29.6268186
356,7335023409,-82.3398343,29.6268369
357,7120518710,-82.3722933,29.6268487
358,84797833,-82.365393,29.626857
359,3801708703,-82.3727529,29.6268673
360,3801708702,-82.3722772,29.6268689
361,84773638,-82.362144,29.62687
362,2168048279,-82.3724296,29.6268744
363,7134765995,-82.3374952,29.6268771
364,84889708,-82.365391,29.626883
365,84897910,-82.35722,29.626888
366,84807808,-82.36284,29.626889
367,7335023408,-82.3397763,29.626889
368,6061498591,-82.3739128,29.6269039
369,84923936,-82.368823,29.626906
370,7080072770,-82.3721387,29.6269061
371,84822557,-82.3714622,29.6269207
372,84773659,-82.364573,29.626932
373,8288341286,-82.3344004,29.6269322
374,1021352602,-82.3722024,29.6269337
375,7120518708,-82.3727929,29.6269417
376,7080072769,-82.3721794,29.6269491
377,7080072765,-82.3721739,29.6269528
378,3879139906,-82.3726156,29.6269592
379,7025442169,-82.3659291,29.6269653
380,3801708704,-82.372772,29.6269656
381,3801708705,-82.3722986,29.626973
382,84773636,-82.362051,29.626973
383,8389525378,-82.3708762,29.6269789
384,7120518709,-82.3727237,29.6269866
385,1488024413,-82.3411802,29.6269896
386,6061498596,-82.3729003,29.626996
387,3881267256,-82.3395145,29.6270186
388,7080072764,-82.3722216,29.6270218
389,84738224,-82.367811,29.627023
390,6061498592,-82.3737474,29.6270257
391,8288341285,-82.3344011,29.6270265
392,8899770247,-82.37369,29.6270273
393,6061498603,-82.372887,29.6270329
394,1021355261,-82.3572889,29.6270374
395,7134765998,-82.3379385,29.6270392
396,3879139907,-82.3726215,29.6270597
397,84822558,-82.3713113,29.6270623
398,3705017553,-82.3392608,29.6270673
399,3881267357,-82.3391842,29.6270699
400,7134765989,-82.3372821,29.6270707
401,84863143,-82.340974,29.627071
402,84897909,-82.357501,29.627077
403,8288341284,-82.3342975,29.6270795
404,6133113551,-82.3739168,29.6270832
405,3705017554,-82.3387273,29.6270854
406,84714117,-82.3724351,29.6270865
407,8389525379,-82.3709572,29.6270901
408,8288341283,-82.3342275,29.6270933
409,7080072766,-82.371885,29.627094
410,8288341282,-82.334132,29.6270987
411,3881267358,-82.3395136,29.6270988
412,7134765990,-82.3372676,29.6271055
413,84807805,-82.3626711,29.6271057
414,7080072767,-82.3719117,29.6271284
415,6061498593,-82.373848,29.6271342
416,7134765991,-82.3372659,29.6271378
417,1021352604,-82.3718908,29.6271424
418,3705017555,-82.3381325,29.6271479
419,84769760,-82.373828,29.627149
420,3801708708,-82.3723364,29.6271562
421,7335023407,-82.3397702,29.6271567
422,4523584099,-82.372629,29.6271576
423,84773635,-82.362026,29.627161
424,6061498597,-82.3728386,29.6271685
425,7134765992,-82.3372852,29.6271701
426,7320807812,-82.3664593,29.6271754
427,2168048280,-82.3719934,29.6271771
428,7320807811,-82.3674178,29.6271805
429,3801708707,-82.3724408,29.6271933
430,7080072768,-82.371965,29.6271957
431,7134765994,-82.3375327,29.6271958
432,7134765996,-82.3373104,29.627198
433,7134765993,-82.337351,29.6272157
434,4097948787,-82.3722469,29.6272194
435,7335023405,-82.3399908,29.627238
436,7335023406,-82.3397865,29.6272512
437,84813770,-82.365403,29.627254
438,6061498598,-82.3728399,29.6272548
439,3801708709,-82.3723608,29.6272615
440,7025442168,-82.3655955,29.6272665
441,84897907,-82.357873,29.627285
442,1021352605,-82.3716428,29.6272986
443,7335023404,-82.3398739,29.6273034
444,2168048281,-82.3722367,29.6273083
445,2168048283,-82.3721125,29.6273119
446,1021355260,-82.357718,29.6273125
447,2168048286,-82.3723205,29.6273257
448,84762754,-82.3405932,29.6273359
449,84863142,-82.341088,29.627344
450,7335023403,-82.3399105,29.6273484
451,7025442167,-82.3654951,29.6273516
452,2168048288,-82.3723786,29.6273521
453,7025442166,-82.3653963,29.6273535
454,7335023402,-82.3405924,29.6273546
455,3801708710,-82.3722467,29.6273551
456,84776612,-82.367811,29.62736
457,7320807810,-82.3674155,29.6273601
458,3801708711,-82.3722,29.6273617
459,3801708712,-82.3722948,29.6273666
460,3801708713,-82.3721534,29.6273843
461,6061498604,-82.3732248,29.6273888
462,3809390290,-82.37233,29.6273918
463,6133113559,-82.3734674,29.6273974
464,6061498599,-82.3730049,29.627404
465,84718253,-82.370886,29.62741
466,6061498605,-82.3734408,29.6274157
467,6061498600,-82.3731175,29.6274296
468,2168048296,-82.3724473,29.6274314
469,84923934,-82.369183,29.627432
470,7651092313,-82.371922,29.6274352
471,6061498601,-82.3731685,29.6274366
472,84889706,-82.3653907,29.6274374
473,3809390291,-82.3723644,29.6274452
474,2168048295,-82.3715647,29.6274581
475,84773633,-82.362038,29.627467
476,84726915,-82.3649021,29.627476
477,84726917,-82.3645687,29.6274784
478,84769758,-82.373349,29.627479
479,84807794,-82.3626757,29.6274817
480,84726919,-82.3640153,29.627484
481,3801708715,-82.371994,29.6274908
482,3809390292,-82.3723743,29.6274943
483,84807797,-82.3633027,29.6274955
484,7651092312,-82.3719726,29.627505
485,4723329414,-82.3663481,29.6275126
486,7651092311,-82.3719755,29.6275226
487,3881267359,-82.3391873,29.627525
488,7651092308,-82.3717765,29.6275294
489,84769756,-82.3731972,29.6275309
490,7249203027,-82.3389477,29.6275418
491,6061498602,-82.3731293,29.6275441
492,1021352607,-82.3712498,29.6275445
493,84822560,-82.370728,29.627548
494,84769754,-82.3730925,29.6275512
495,7651092310,-82.371972,29.6275551
496,8899770239,-82.3730465,29.6275556
497,84813791,-82.3653147,29.627558
498,84762752,-82.3405976,29.6275643
499,7249203019,-82.3392607,29.6275774
500,7249203020,-82.3391859,29.6275774
501,7335023413,-82.3401918,29.6275784
502,7249203021,-82.3389992,29.6275813
503,84863141,-82.341163,29.627588
504,7335023414,-82.3400139,29.627593
505,7651092305,-82.3719487,29.6275936
506,7249203026,-82.3382738,29.6275938
507,7651092307,-82.3718383,29.627594
508,3879139908,-82.3726463,29.6275942
509,2168048297,-82.3716692,29.6275989
510,7651092306,-82.3718716,29.6276058
511,7651092303,-82.372062,29.6276085
512,3801708716,-82.3718161,29.6276087
513,7651092302,-82.3724545,29.6276138
514,7651092309,-82.372382,29.6276141
515,2168048298,-82.3713152,29.6276179
516,4931699378,-82.3634814,29.6276191
517,8899770238,-82.373079,29.6276225
518,7249203022,-82.3389862,29.6276237
519,7285050095,-82.371302,29.6276246
520,6133113558,-82.3736596,29.6276263
521,84850443,-82.3341919,29.6276427
522,8251168525,-82.36707,29.6276514
523,84843339,-82.3651876,29.6276618
524,3801708717,-82.3716914,29.6276869
525,3879139909,-82.3705041,29.627707
526,6133113557,-82.373786,29.6277147
527,84897905,-82.358756,29.627715
528,3884807632,-82.3734516,29.6277178
529,1021352611,-82.3709588,29.6277217
530,4100026908,-82.3711079,29.6277236
531,4723329416,-82.3651571,29.6277435
532,6133113561,-82.3738313,29.6277492
533,4723329415,-82.3657902,29.6277504
534,84762749,-82.3405432,29.627763
535,2168048309,-82.3714061,29.6277658
536,7249203023,-82.3389827,29.6277708
537,7285050094,-82.3713703,29.6277872
538,7249203025,-82.3382868,29.6277881
539,7134765999,-82.3381977,29.627795
540,84762748,-82.3403893,29.6278079
541,3881267360,-82.3391794,29.6278183
542,3881267362,-82.3392607,29.6278232
543,7249203024,-82.3383308,29.6278252
544,84843337,-82.365126,29.627827
545,84822563,-82.370288,29.627832
546,7335023412,-82.3402097,29.6278338
547,6133113556,-82.3739585,29.6278459
548,84762747,-82.3400939,29.6278505
549,7184845540,-82.3588392,29.6278547
550,3801708718,-82.3714127,29.6278566
551,7335023415,-82.3400228,29.6278575
552,84863140,-82.341201,29.62786
553,84769787,-82.3736185,29.6278669
554,8899770237,-82.3733664,29.6278766
555,84762746,-82.3397832,29.6278812
556,8899770234,-82.3736382,29.6278873
557,3881267363,-82.3395127,29.6278947
558,84762745,-82.3394312,29.6278988
559,1383084418,-82.3392607,29.6279
560,8899770236,-82.3734361,29.6279069
561,8899770235,-82.3735333,29.6279079
562,1021352614,-82.3706302,29.6279117
563,7285050090,-82.3717412,29.6279124
564,7285050091,-82.3715891,29.6279183
565,3881267364,-82.3391749,29.6279253
566,3809390303,-82.3723878,29.6279366
567,84832432,-82.3687037,29.6279372
568,84769785,-82.3736901,29.6279413
569,7285050087,-82.3724675,29.6279416
570,7285050088,-82.3723875,29.6279426
571,7285050092,-82.3715265,29.6279455
572,7285050089,-82.3723044,29.6279456
573,4523584100,-82.3726604,29.6279477
574,3633010364,-82.3679404,29.6279503
575,2168048311,-82.3710947,29.6279517
576,1488024411,-82.3416013,29.6279642
577,9050104268,-82.3387267,29.6279658
578,7285050093,-82.3714855,29.6279695
579,9050104267,-82.3391751,29.6279708
580,9050104266,-82.3392605,29.6279724
581,618869048,-82.3706817,29.6279764
582,3881267365,-82.3395093,29.6279792
583,84850440,-82.3341609,29.6279803
584,9050104269,-82.3385239,29.6279855
585,8386203766,-82.3673684,29.627987
586,8386203767,-82.36708,29.6279942
587,9050104270,-82.3384336,29.6280097
588,4931699428,-82.3617497,29.6280235
589,8386203768,-82.3670807,29.6280246
590,8386203769,-82.366808,29.6280317
591,84773631,-82.362039,29.628032
592,7284990584,-82.3721835,29.6280333
593,7838549037,-82.3713723,29.6280344
594,7284990583,-82.3723053,29.6280365
595,9050104271,-82.3383889,29.6280396
596,3809390310,-82.3723831,29.6280407
597,7284990582,-82.3724716,29.6280455
598,4931699431,-82.3627854,29.628048
599,7334980815,-82.3611097,29.628052
600,1488024415,-82.3416341,29.6280521
601,84923933,-82.3696143,29.6280527
602,7334980814,-82.3610203,29.6280578
603,3801663781,-82.3709037,29.6280587
604,84773626,-82.364587,29.62806
605,3801663780,-82.3737582,29.6280606
606,4931699379,-82.3634705,29.6280627
607,84773628,-82.363809,29.62807
608,4137389257,-82.3703441,29.6280775
609,7285050085,-82.3721494,29.6280783
610,7155725091,-82.359553,29.628083
611,6133113555,-82.3739708,29.6280843
612,7155725100,-82.3609537,29.6280984
613,7025872746,-82.3341188,29.6280999
614,7930252177,-82.3737677,29.6281019
615,3881267366,-82.3391758,29.6281063
616,9050104272,-82.3383558,29.6281117
617,4098219064,-82.3724743,29.628113
618,618869049,-82.3707925,29.6281209
619,3801708721,-82.3709484,29.6281283
620,3884814759,-82.3737746,29.628132
621,84822567,-82.3696531,29.6281337
622,7930252178,-82.373258,29.6281361
623,84897903,-82.3596902,29.6281464
624,7930252179,-82.3732095,29.628152
625,1488024414,-82.3412214,29.6281544
626,7838549036,-82.3711612,29.6281594
627,7930252182,-82.3731978,29.6281742
628,3801663782,-82.3706662,29.6281899
629,7930252180,-82.3731861,29.6281965
630,3801708722,-82.3708086,29.6282101
631,84850438,-82.3340777,29.6282167
632,4937775606,-82.3687828,29.6282171
633,4099946472,-82.3702859,29.6282199
634,9050104273,-82.3383478,29.628223
635,3809390317,-82.3723964,29.6282294
636,7184845539,-82.35853,29.6282358
637,1488024410,-82.3417032,29.628237
638,7838549035,-82.371022,29.6282429
639,618869445,-82.3699404,29.6282513
640,3919850931,-82.3738866,29.6282543
641,7285050097,-82.371675,29.6282599
642,4133757767,-82.3737835,29.6282643
643,3801708723,-82.3707124,29.6282643
644,3919850932,-82.3737059,29.6282695
645,84822570,-82.369331,29.628283
646,3919850933,-82.3735135,29.6282881
647,4723329418,-82.3651183,29.6282889
648,3801663783,-82.3707297,29.6282921
649,4723329417,-82.3657929,29.628303
650,3919850935,-82.3732931,29.6283033
651,7838549019,-82.3704582,29.6283034
652,4723328484,-82.3600127,29.6283064
653,7930252181,-82.3731864,29.6283118
654,4133757768,-82.3730785,29.6283204
655,3919850943,-82.3728776,29.6283255
656,3919850944,-82.3726616,29.6283293
657,8251168524,-82.3670904,29.6283487
658,84856618,-82.3739168,29.6283521
659,2168048313,-82.3703618,29.628356
660,84850437,-82.3339895,29.6283604
661,84863138,-82.341236,29.628365
662,84769782,-82.3737904,29.6283652
663,3801708727,-82.370531,29.6283666
664,7838549020,-82.3705233,29.6283705
665,3884809788,-82.372484,29.6283772
666,7285050086,-82.3721603,29.628381
667,4098313404,-82.3726618,29.6283868
668,3801663784,-82.3707629,29.6283894
669,1021355259,-82.359955,29.6283944
670,4893068643,-82.3506098,29.6284004
671,4893068648,-82.3480672,29.6284077
672,84856617,-82.3734586,29.6284114
673,4931699429,-82.361747,29.6284161
674,1021352617,-82.3694058,29.6284189
675,7920312329,-82.3341108,29.6284274
676,4931699430,-82.3627855,29.6284325
677,84856616,-82.373191,29.6284339
678,618869046,-82.3698134,29.6284365
679,3884809787,-82.372662,29.6284401
680,4137389261,-82.372866,29.6284413
681,84856614,-82.3729338,29.6284417
682,7838549021,-82.3705713,29.628445
683,3801663785,-82.371162,29.6284609
684,8251168523,-82.3671095,29.6284611
685,4937775607,-82.3688082,29.6284747
686,84897902,-82.3603218,29.628478
687,7838549032,-82.3705779,29.6284809
688,4893068649,-82.3477421,29.6284946
689,9050104274,-82.3383529,29.6284955
690,3801663786,-82.3712125,29.6285089
691,8251168522,-82.3671328,29.6285109
692,7838549022,-82.3705839,29.6285132
693,4893068644,-82.350193,29.6285164
694,3879139911,-82.3726622,29.628517
695,84822573,-82.3688313,29.6285217
696,7920312330,-82.334253,29.6285222
697,3801663787,-82.3720365,29.6285237
698,7221567318,-82.367379,29.628524
699,3801663788,-82.3715885,29.6285243
700,7221567317,-82.3672366,29.6285303
701,3801663789,-82.3712593,29.6285311
702,3801708728,-82.3702035,29.6285335
703,3801663790,-82.3707789,29.6285372
704,3881267367,-82.3395139,29.6285404
705,7025984210,-82.3422132,29.6285416
706,7335023419,-82.3421388,29.628542
707,7025984209,-82.3420733,29.6285423
708,3633010365,-82.3680958,29.6285471
709,7221567316,-82.3671963,29.6285515
710,7025984208,-82.3417555,29.6285543
711,84755735,-82.3621635,29.6285561
712,1383093563,-82.3392589,29.6285564
713,1488786805,-82.3624421,29.6285581
714,84863137,-82.341231,29.628561
715,4098219065,-82.3724855,29.6285629
716,3881267368,-82.3395139,29.628563
717,7025984207,-82.3413826,29.6285654
718,84755737,-82.3635673,29.6285661
719,4137389263,-82.3728634,29.6285691
720,3881267369,-82.3391809,29.628575
