OBJECTID,osmid,POINT_Y,point_x
3099,7335081944,-82.3402005,29.6352705
3100,7513287096,-82.352138,29.6352711
3101,8049035109,-82.3704242,29.6352741
3102,7335081945,-82.3403852,29.6352756
3103,6126833702,-82.3660368,29.6352774
3104,6126833699,-82.3668929,29.635278
3105,84859066,-82.351313,29.635279
3106,6097321582,-82.3672162,29.635284
3107,8049035110,-82.3704332,29.6352845
3108,8049035194,-82.3698022,29.6352849
3109,7335064850,-82.3456424,29.6352856
3110,4286968872,-82.3452949,29.6352862
3111,9242168338,-82.35388,29.6352866
3112,8042753014,-82.3672748,29.6352919
3113,8050893654,-82.3670136,29.6352944
3114,4693173548,-82.3675121,29.6352973
3115,4286968873,-82.3511152,29.6352979
3116,618869083,-82.3540109,29.6353018
3117,8050893631,-82.3659177,29.6353034
3118,7513287095,-82.3525135,29.635309
3119,4286968874,-82.3500352,29.635309
3120,8042753009,-82.3672689,29.6353134
3121,8050893605,-82.3660854,29.6353138
3122,8049035104,-82.3699438,29.6353139
3123,8049035130,-82.3699104,29.635315
3124,7513287093,-82.3513208,29.6353152
3125,8049035126,-82.3699333,29.6353159
3126,8049035127,-82.3699218,29.6353167
3127,8050893678,-82.3669429,29.6353169
3128,7025365021,-82.3419555,29.6353186
3129,3881267484,-82.3440609,29.6353188
3130,6126833698,-82.3668451,29.6353191
3131,6126831142,-82.3669934,29.6353201
3132,4677415186,-82.3458462,29.6353214
3133,7335065039,-82.3443446,29.635325
3134,4677415545,-82.3464183,29.6353262
3135,618869085,-82.3544246,29.6353334
3136,4689625278,-82.3729168,29.6353335
3137,9242168337,-82.353772,29.6353347
3138,7335081962,-82.3427631,29.6353349
3139,8389784307,-82.3469493,29.635335
3140,8042753011,-82.3672639,29.6353358
3141,8050893626,-82.3661186,29.6353358
3142,1021352699,-82.3536328,29.6353358
3143,8050893630,-82.3659508,29.6353361
3144,7513287090,-82.3527926,29.6353372
3145,8050893673,-82.3668221,29.6353378
3146,8050893679,-82.3669763,29.6353384
3147,4689625287,-82.3731532,29.6353401
3148,6097321581,-82.367206,29.6353432
3149,4286968875,-82.3510858,29.6353434
3150,4689625285,-82.3733759,29.6353464
3151,4677415542,-82.3458587,29.6353476
3152,8050893653,-82.3669665,29.6353493
3153,4689625700,-82.3735713,29.6353518
3154,4072027235,-82.3537818,29.6353518
3155,4689625283,-82.3736061,29.6353528
3156,4689645482,-82.372096,29.6353528
3157,4689645481,-82.371911,29.6353528
3158,8042753012,-82.3672605,29.6353529
3159,4072027237,-82.351329,29.6353533
3160,7513287089,-82.3528175,29.6353535
3161,9242168335,-82.3535873,29.635354
3162,8050893674,-82.3667986,29.6353547
3163,8050893604,-82.3661514,29.6353565
3164,3801708827,-82.3536757,29.6353581
3165,4689625279,-82.3738341,29.6353592
3166,9242168346,-82.3537413,29.635365
3167,8042753013,-82.3672581,29.6353667
3168,9242168345,-82.353791,29.6353674
3169,6126831149,-82.3659907,29.6353682
3170,8050893675,-82.3667717,29.6353715
3171,3903817178,-82.3724461,29.6353724
3172,8050893652,-82.3669397,29.6353724
3173,8050893615,-82.3661834,29.6353737
3174,8049035191,-82.3698035,29.6353741
3175,7335081961,-82.34321,29.6353758
3176,4286968876,-82.3510769,29.6353766
3177,8042753010,-82.3672566,29.6353773
3178,4677415510,-82.3456817,29.6353808
3179,9242168347,-82.3537996,29.6353814
3180,3881267485,-82.3395177,29.635382
3181,4639840316,-82.3551355,29.6353824
3182,7025365018,-82.3403797,29.6353828
3183,7513287088,-82.3528299,29.6353832
3184,4693173547,-82.3674922,29.6353835
3185,7025365019,-82.3402022,29.6353836
3186,7025365001,-82.3420318,29.6353846
3187,8050893676,-82.3667435,29.6353863
3188,7025365002,-82.341959,29.6353869
3189,8050893603,-82.3662166,29.6353889
3190,1021352932,-82.3534361,29.6353896
3191,3643263323,-82.3440925,29.6353911
3192,6097321580,-82.3671999,29.6353927
3193,8050893629,-82.3660217,29.6353936
3194,8042734168,-82.3672547,29.6353966
3195,8050893651,-82.3669011,29.6354011
3196,8050893625,-82.3662547,29.6354038
3197,7025365000,-82.3423264,29.6354041
3198,7087248224,-82.3394391,29.6354067
3199,7513287087,-82.3528128,29.6354075
3200,7087248222,-82.3395458,29.6354085
3201,7025365017,-82.3408904,29.6354087
3202,7087248223,-82.3395178,29.6354091
3203,4934648585,-82.354464,29.6354124
3204,3881267486,-82.3436873,29.6354149
3205,8050893602,-82.3662955,29.6354194
3206,8050893645,-82.3660617,29.6354218
3207,1021352738,-82.3540022,29.6354218
3208,8042753016,-82.3672528,29.635423
3209,4286968877,-82.3500798,29.6354243
3210,7025365003,-82.3418678,29.6354257
3211,7335065037,-82.3444848,29.6354267
3212,8049035149,-82.3680784,29.6354271
3213,7025365016,-82.3409374,29.6354278
3214,9242168339,-82.3538731,29.635428
3215,7025365030,-82.3397964,29.6354282
3216,8049035220,-82.3684232,29.6354287
3217,9242168343,-82.3538287,29.6354288
3218,8049035224,-82.3685234,29.6354292
3219,8050893650,-82.3668592,29.6354301
3220,8049035148,-82.3687422,29.6354302
3221,9242168340,-82.3539753,29.6354317
3222,7025365031,-82.3400138,29.6354338
3223,6320687708,-82.3376725,29.6354344
3224,9242168342,-82.35401,29.6354348
3225,1021352737,-82.3538349,29.6354401
3226,8050893628,-82.3661016,29.6354459
3227,1383004559,-82.3513471,29.6354469
3228,4677415515,-82.3454946,29.6354484
3229,3881267487,-82.3391761,29.6354502
3230,8050893649,-82.3668236,29.6354504
3231,8049035111,-82.370443,29.635451
3232,6320687707,-82.3371891,29.6354524
3233,8042753015,-82.3672517,29.6354534
3234,3881267488,-82.3435289,29.6354583
3235,1021352934,-82.3532387,29.6354586
3236,7070948016,-82.3392687,29.6354602
3237,8049035112,-82.3704512,29.6354631
3238,7335064854,-82.3450554,29.6354653
3239,8050893677,-82.3667956,29.6354655
3240,8050893644,-82.3661388,29.6354658
3241,7070948018,-82.3388962,29.6354665
3242,7070948017,-82.3391759,29.635469
3243,6126831141,-82.3667863,29.6354705
3244,7809512153,-82.3503048,29.6354713
3245,8049035113,-82.3704645,29.635472
3246,9242168344,-82.354033,29.6354733
3247,8049035123,-82.3704804,29.6354759
3248,8049035221,-82.3684232,29.6354764
3249,7335064849,-82.3450099,29.6354793
3250,7070948019,-82.3388019,29.6354819
3251,6126831148,-82.3661731,29.6354835
3252,8050893648,-82.3667506,29.6354863
3253,3980803911,-82.3687416,29.6354875
3254,4677415543,-82.3464915,29.6354895
3255,6097330130,-82.3672881,29.6354901
3256,1277919001,-82.3672514,29.635491
3257,6097330132,-82.3671965,29.6354923
3258,3801708828,-82.3533211,29.6354941
3259,4677415546,-82.3459294,29.6354945
3260,7025365029,-82.3397956,29.6354959
3261,8050893647,-82.3667219,29.635498
3262,8050893643,-82.3662058,29.6354987
3263,3919851025,-82.349808,29.635499
3264,4286968882,-82.3444867,29.6355029
3265,6097330129,-82.367305,29.635507
3266,4693173546,-82.3675039,29.6355083
3267,4639838651,-82.3551465,29.6355107
3268,8049035122,-82.3706883,29.6355108
3269,6126831147,-82.3662335,29.6355144
3270,8049035121,-82.3707072,29.6355164
3271,6126831140,-82.3666681,29.6355174
3272,3881267489,-82.3433255,29.6355178
3273,4286968883,-82.3501066,29.6355186
3274,8049035114,-82.3707215,29.6355223
3275,3881267490,-82.3395181,29.6355232
3276,8050893642,-82.366269,29.6355242
3277,4286968884,-82.3510837,29.6355268
3278,9242168341,-82.3540668,29.6355297
3279,3919851027,-82.3497781,29.6355302
3280,8050893646,-82.3666225,29.6355304
3281,8049035115,-82.3707355,29.6355312
3282,3980803910,-82.3687347,29.6355314
3283,6320687709,-82.3379713,29.6355316
3284,7025365027,-82.3395182,29.6355331
3285,7025365028,-82.3394393,29.6355331
3286,4677415517,-82.3452595,29.6355333
3287,8050893641,-82.3663001,29.6355348
3288,7025365026,-82.3397716,29.6355359
3289,8050893640,-82.3665798,29.6355383
3290,6126831133,-82.3665486,29.6355394
3291,8050893639,-82.3663293,29.6355408
3292,6126831134,-82.3663684,29.6355425
3293,1383004563,-82.351029,29.6355434
3294,1021352741,-82.3540775,29.6355475
3295,9289062439,-82.3431879,29.6355577
3296,4639838652,-82.3550006,29.63556
3297,3980803909,-82.3687233,29.6355694
3298,7070948020,-82.3387052,29.6355712
3299,7809512152,-82.3503449,29.6355805
3300,7513287097,-82.3513744,29.6355809
3301,3881267492,-82.3430974,29.635584
3302,7335065038,-82.3445097,29.635587
3303,7335064853,-82.3451078,29.6355887
3304,7335064851,-82.3445762,29.6355933
3305,6133185708,-82.360013,29.6355945
3306,7930253118,-82.359051,29.635597
3307,4677415513,-82.3450853,29.635597
3308,1488805614,-82.3588711,29.6355975
3309,1488805522,-82.3586338,29.6355975
3310,3801708829,-82.3530512,29.6356001
3311,9289062441,-82.3433033,29.6356009
3312,8042753017,-82.3672525,29.6356013
3313,7335064852,-82.345064,29.6356044
3314,7025365025,-82.3398058,29.6356046
3315,8049035120,-82.3708268,29.6356091
3316,8047981624,-82.3687093,29.6356091
3317,1488805633,-82.3577735,29.6356093
3318,4286968885,-82.3501564,29.6356095
3319,6097321578,-82.3671915,29.6356104
3320,4693173545,-82.3675389,29.6356118
3321,8905763661,-82.3600379,29.6356121
3322,7070948027,-82.3383323,29.6356164
3323,1021352937,-82.3528579,29.6356171
3324,8049035116,-82.3708446,29.635622
3325,8042948005,-82.3671896,29.6356245
3326,3881267493,-82.3391743,29.6356258
3327,8049034897,-82.3692979,29.6356263
3328,8049035117,-82.3708639,29.6356276
3329,4677415187,-82.3449918,29.63563
3330,8049035118,-82.3708872,29.6356311
3331,4677415540,-82.3465555,29.6356324
3332,3643263324,-82.3431787,29.635634
3333,8049035119,-82.3712433,29.6356342
3334,4639838649,-82.3551436,29.6356366
3335,6097321577,-82.3671859,29.6356396
3336,8049035222,-82.3685008,29.6356397
3337,8049035223,-82.3684874,29.6356401
3338,4286968887,-82.3501806,29.6356405
3339,7025365009,-82.3411173,29.6356422
3340,3919851028,-82.3494306,29.635643
3341,6133185707,-82.360053,29.6356468
3342,4677415544,-82.3460051,29.6356518
3343,8042948006,-82.367181,29.6356526
3344,7025365011,-82.3402064,29.6356549
3345,4677415508,-82.3448996,29.6356582
3346,7025365024,-82.3398817,29.6356594
3347,8049028343,-82.3692561,29.635662
3348,8049028344,-82.369226,29.6356625
3349,7025365032,-82.340016,29.6356625
3350,6097330335,-82.3692971,29.6356632
3351,7930253119,-82.3590727,29.6356634
3352,8049028350,-82.3693661,29.6356644
3353,7025365023,-82.3401454,29.6356656
3354,8042948007,-82.3671747,29.6356657
3355,9289062438,-82.3430745,29.6356663
3356,8049034896,-82.3694323,29.6356664
3357,8049028345,-82.3691964,29.6356664
3358,7025365015,-82.3409439,29.6356678
3359,8049028351,-82.3694885,29.6356699
3360,8049034895,-82.3695241,29.6356713
3361,7025365012,-82.3403639,29.635672
3362,8049028346,-82.3691713,29.6356731
3363,7335081963,-82.3427126,29.6356741
3364,4677415188,-82.344847,29.6356743
3365,8049028352,-82.3695581,29.6356746
3366,4677415492,-82.3440986,29.635679
3367,7025365013,-82.3404989,29.6356816
3368,3919851029,-82.34938,29.6356819
3369,8049028353,-82.3695927,29.6356822
3370,4693173544,-82.3675996,29.6356829
3371,6097321576,-82.3671656,29.6356829
3372,6097330334,-82.369152,29.6356849
3373,4677415493,-82.344045,29.635686
3374,8049028354,-82.3696232,29.6356923
3375,7335081965,-82.3427204,29.6356924
3376,3801708830,-82.3527997,29.6356934
3377,8042948008,-82.3671592,29.635697
3378,3881267494,-82.3427033,29.6356973
3379,4286968890,-82.3501857,29.6356993
3380,8049028347,-82.3691334,29.6357005
3381,84859064,-82.351399,29.635702
3382,7025365004,-82.341831,29.6357024
3383,7025365014,-82.3408979,29.6357029
3384,4677415489,-82.3446807,29.6357046
3385,4677415501,-82.3442953,29.6357054
3386,1277919133,-82.3672534,29.6357057
3387,8049028355,-82.3696537,29.635706
3388,6126831137,-82.3663966,29.6357074
3389,7025365008,-82.3411076,29.6357077
3390,6126831129,-82.3665109,29.635709
3391,4286968891,-82.3436944,29.6357093
3392,8049034708,-82.3692843,29.6357115
3393,8049034783,-82.3692975,29.6357116
3394,8049034779,-82.3693489,29.6357121
3395,4677415491,-82.3443588,29.635714
3396,3980803827,-82.3694066,29.6357147
3397,3980803829,-82.3692458,29.6357153
3398,8050893681,-82.3664897,29.6357156
3399,8050893684,-82.3664184,29.6357161
3400,8050893682,-82.3664633,29.635718
3401,8050893683,-82.3664361,29.6357185
3402,8042753018,-82.3672525,29.6357186
3403,4677415490,-82.3445358,29.6357186
3404,3980803850,-82.3694953,29.6357195
3405,8049034782,-82.3695031,29.6357199
3406,8049028348,-82.3691131,29.6357204
3407,3980803849,-82.369534,29.6357213
3408,8049028381,-82.3692181,29.6357243
3409,7025365005,-82.3417547,29.6357253
3410,3881267495,-82.3535806,29.6357259
3411,7025365007,-82.3415066,29.635726
3412,8049034709,-82.3695698,29.6357269
3413,7025365006,-82.3416135,29.6357283
3414,618869080,-82.3528743,29.6357299
3415,8049028356,-82.3696862,29.6357303
3416,4677415494,-82.3439699,29.6357303
3417,4072027248,-82.3672506,29.6357326
3418,7513287094,-82.3514045,29.6357343
3419,8049034710,-82.3695961,29.6357346
3420,3980803830,-82.3691922,29.6357364
3421,4693173543,-82.3677491,29.6357377
3422,1383004560,-82.3504663,29.6357395
3423,4286968895,-82.3501602,29.6357426
3424,8049028349,-82.3690965,29.6357431
3425,1488805562,-82.3579542,29.6357445
3426,7335068670,-82.338367,29.6357456
3427,3980803848,-82.3696194,29.6357458
3428,8049028357,-82.3697014,29.6357466
3429,4677415509,-82.3448577,29.6357466
3430,1488805667,-82.3586341,29.6357467
3431,8049034894,-82.3692979,29.6357481
3432,8042753019,-82.3672465,29.6357489
3433,7809512151,-82.3504351,29.6357493
3434,8049028382,-82.3691691,29.6357497
3435,8049034707,-82.3694408,29.6357555
3436,7930253120,-82.359076,29.6357577
3437,3980803908,-82.3686354,29.6357585
3438,8049035146,-82.3684999,29.63576
3439,8049035225,-82.3685235,29.6357613
3440,6097330285,-82.3695151,29.6357614
3441,9289062442,-82.3432604,29.6357615
3442,8049035147,-82.3682559,29.635762
3443,8049028358,-82.3697146,29.6357625
3444,8049035145,-82.3685559,29.635763
3445,8049034711,-82.3696442,29.6357649
3446,4677415500,-82.3442301,29.6357653
3447,1421632956,-82.3394397,29.6357653
3448,8042753020,-82.367242,29.6357661
3449,7335081964,-82.3427519,29.6357662
3450,1421632954,-82.3392685,29.6357663
3451,3980803831,-82.369149,29.635767
3452,6097330333,-82.3690822,29.6357678
3453,8042948009,-82.3671276,29.6357702
3454,4693173542,-82.3678337,29.6357711
3455,8049028359,-82.3697263,29.6357798
3456,4286968896,-82.3498062,29.6357803
3457,1277919144,-82.3672367,29.6357807
3458,6097321575,-82.3671204,29.6357809
3459,3980803835,-82.3694579,29.6357821
3460,3980803847,-82.3696602,29.6357824
3461,8047981625,-82.3686224,29.6357828
3462,4677415495,-82.3439672,29.6357839
3463,8049028383,-82.3691333,29.6357841
3464,4693173541,-82.3678605,29.6357845
3465,6097330332,-82.3690718,29.6357851
3466,4286968897,-82.3498623,29.6357869
3467,3881267496,-82.3391725,29.6357872
3468,84885811,-82.34316,29.635789
3469,4677415502,-82.3447182,29.6357909
3470,4286968898,-82.3501054,29.6357914
3471,6097321574,-82.3671109,29.6357922
3472,4286968899,-82.349743,29.6357941
3473,6097330126,-82.3673096,29.6357953
3474,8042753021,-82.3672285,29.635796
3475,8044949674,-82.3678909,29.6357977
3476,8007704309,-82.3663993,29.6357984
3477,3881267497,-82.3423737,29.6357994
3478,8049034712,-82.3696717,29.6357997
3479,8049028380,-82.3695338,29.6357999
3480,3980803834,-82.369469,29.6358007
3481,4286968900,-82.3499108,29.6358019
3482,8042948011,-82.3670993,29.635802
3483,8049028384,-82.3691215,29.6358023
3484,8047981632,-82.3679096,29.6358026
3485,8049028360,-82.369735,29.6358036
3486,8049028342,-82.3690617,29.6358044
3487,4677415539,-82.3460784,29.6358044
3488,8042947996,-82.367312,29.6358058
3489,8044949673,-82.3679301,29.6358059
3490,8042753023,-82.3672209,29.6358066
3491,4639838650,-82.3546608,29.6358068
3492,8047981626,-82.3686118,29.6358081
3493,6061498651,-82.368515,29.635809
3494,8047981631,-82.3685279,29.6358103
3495,8042948010,-82.3670854,29.6358104
3496,6061498652,-82.3685357,29.635813
3497,6097321573,-82.3670703,29.635816
3498,8042947997,-82.3673178,29.6358176
3499,8047981630,-82.368542,29.6358178
3500,8042753022,-82.3672105,29.6358181
3501,6097321572,-82.3670523,29.6358187
3502,8049034706,-82.3694765,29.6358202
3503,8049028379,-82.3695414,29.6358218
3504,3980803846,-82.3696842,29.6358224
3505,4286968901,-82.3499516,29.6358224
3506,6097321571,-82.3668116,29.6358229
3507,3980803832,-82.3691119,29.6358235
3508,8047981628,-82.3685447,29.6358244
3509,8049028341,-82.3690534,29.6358246
3510,4286968902,-82.3432434,29.6358252
3511,84905262,-82.340209,29.635826
3512,9289062437,-82.34303,29.6358262
3513,8042947998,-82.3673253,29.6358263
3514,6097321570,-82.3665515,29.6358273
3515,3600808085,-82.3672008,29.6358275
3516,8042948015,-82.3665022,29.6358276
3517,8042948013,-82.366456,29.6358279
3518,8042948014,-82.3663992,29.6358283
3519,8042948012,-82.3663313,29.6358288
3520,3903817179,-82.3726904,29.635829
3521,8047981627,-82.3686053,29.6358304
3522,8049028361,-82.3697431,29.635831
3523,8047981629,-82.3685459,29.6358318
3524,3881267498,-82.3422666,29.6358335
3525,3881267499,-82.3391592,29.6358349
3526,8042947999,-82.3673358,29.6358352
3527,4677415499,-82.3441872,29.6358352
3528,4677415496,-82.3439994,29.6358352
3529,8042753024,-82.3671894,29.6358362
3530,8049034705,-82.3694817,29.6358374
3531,3801708831,-82.3524147,29.6358394
3532,6061498653,-82.3685446,29.6358397
3533,6097330286,-82.369546,29.6358408
3534,3919851030,-82.3488733,29.6358418
3535,8049034685,-82.3691054,29.6358424
3536,8042753027,-82.3671788,29.6358426
3537,8042948000,-82.3673494,29.6358441
3538,8049028340,-82.369048,29.6358445
3539,8049034713,-82.3696928,29.6358447
3540,4677415534,-82.3469954,29.6358468
3541,8042753025,-82.3671675,29.6358486
3542,8042948001,-82.3673635,29.6358506
3543,8042346717,-82.3627532,29.6358511
3544,8049028362,-82.3697482,29.6358531
3545,7996463055,-82.3644928,29.6358531
3546,9289062440,-82.3431524,29.6358537
3547,4677415503,-82.3448282,29.6358538
3548,7996463056,-82.3671519,29.6358562
3549,3980803826,-82.3694861,29.6358564
3550,8042948004,-82.3673786,29.6358572
3551,3980803907,-82.3686047,29.6358578
3552,8049028378,-82.3695486,29.6358582
3553,4677415498,-82.3441362,29.6358585
3554,4937811398,-82.3396298,29.6358595
3555,3881267502,-82.3395202,29.6358596
3556,3881267503,-82.3392695,29.6358599
3557,4937811397,-82.3394393,29.6358606
3558,3005474320,-82.3651122,29.6358616
3559,4286968903,-82.3500154,29.6358618
3560,8042346708,-82.3636557,29.6358623
3561,8042753026,-82.3671344,29.6358624
3562,4286968904,-82.3495236,29.6358629
3563,8049034686,-82.3691013,29.6358634
3564,6097330331,-82.3690447,29.6358635
3565,618869078,-82.3529385,29.6358643
3566,8042948003,-82.3673978,29.6358645
3567,4677415497,-82.3440638,29.6358655
3568,8042753028,-82.3671179,29.6358662
3569,6133166198,-82.3658928,29.6358665
3570,6126831128,-82.3665025,29.6358675
3571,6126831139,-82.3664003,29.6358679
3572,7996463057,-82.3671004,29.635869
3573,8042948002,-82.3674153,29.6358697
3574,8042753029,-82.3669908,29.6358698
3575,1383004561,-82.3500507,29.6358698
3576,4072027254,-82.3670763,29.6358702
3577,8042753030,-82.3670324,29.6358705
3578,8042346707,-82.3638785,29.6358708
3579,4286968905,-82.3499063,29.6358712
3580,7513287086,-82.3514279,29.6358727
3581,8042947995,-82.3674357,29.6358748
3582,8049028377,-82.3695496,29.6358764
3583,8049034704,-82.369488,29.6358769
3584,8007704308,-82.3672697,29.6358772
3585,3881267504,-82.3421194,29.6358775
3586,8042947994,-82.3674559,29.6358777
3587,6097330123,-82.3674745,29.6358792
3588,8042346698,-82.3636552,29.6358792
3589,8042346706,-82.3640081,29.63588
3590,4689625281,-82.372905,29.6358813
3591,8049028363,-82.3697548,29.6358814
3592,3980803833,-82.3691007,29.6358859
3593,4689625286,-82.3731314,29.6358865
3594,3881267507,-82.3391579,29.6358873
3595,4286968906,-82.3494559,29.6358883
3596,6097330330,-82.3690436,29.6358891
3597,4937811405,-82.3397525,29.6358904
3598,9289062443,-82.3432312,29.6358907
3599,4689625284,-82.3733593,29.6358917
3600,8049034714,-82.3697077,29.6358918
3601,6097330121,-82.3678581,29.6358925
3602,8049028376,-82.3695497,29.6358944
3603,4689625271,-82.3735176,29.6358954
3604,4937811404,-82.3397123,29.6358968
3605,8049028338,-82.3690419,29.6358969
3606,4689625282,-82.3735819,29.635897
3607,4937811406,-82.3399088,29.6358979
3608,3980803865,-82.3673132,29.6358984
3609,9289062436,-82.3430099,29.6358984
3610,3881267508,-82.3391672,29.6358984
3611,8049034703,-82.3694855,29.6358986
3612,7070948021,-82.3386714,29.635901
3613,4937811407,-82.3399517,29.635902
3614,8049028336,-82.3686923,29.6359022
3615,8049028339,-82.3690381,29.6359023
3616,4689625280,-82.3738046,29.6359024
3617,3980803906,-82.3686046,29.6359036
3618,3903817180,-82.3723501,29.6359038
3619,6061498654,-82.3685076,29.6359045
3620,8049028364,-82.3697614,29.6359048
3621,8086583938,-82.3534412,29.6359054
3622,8049028337,-82.3690323,29.6359059
3623,8049034687,-82.3691006,29.6359074
3624,6126833908,-82.3711706,29.6359076
3625,6126833909,-82.371193,29.6359083
3626,6097330336,-82.3689123,29.6359085
3627,6097330329,-82.3690235,29.6359088
3628,9289062435,-82.3430038,29.635909
3629,6097330328,-82.3687164,29.6359104
3630,4286968907,-82.3497921,29.6359106
3631,8007704310,-82.3658933,29.6359112
3632,7880706061,-82.3580631,29.635914
3633,8049028375,-82.3695475,29.6359143
3634,1488805569,-82.3578701,29.6359144
3635,8042753042,-82.3672467,29.6359146
3636,9289062434,-82.3430239,29.6359161
3637,8049034702,-82.3694832,29.635918
3638,4286968908,-82.349944,29.6359205
3639,4677415504,-82.3448926,29.6359215
3640,3643263325,-82.3422503,29.6359216
3641,6097330337,-82.3684665,29.6359232
3642,6126833907,-82.3711367,29.6359237
3643,6126833910,-82.3711976,29.635925
3644,9289062433,-82.3430338,29.6359254
3645,8049034688,-82.3691036,29.6359255
3646,4286968909,-82.3499299,29.6359261
3647,3980803866,-82.3674238,29.6359278
3648,7996463060,-82.3644928,29.6359294
3649,4937811408,-82.3399839,29.6359294
3650,8042753043,-82.3672381,29.6359329
3651,7996463059,-82.3651104,29.6359342
3652,3903817181,-82.3726,29.6359343
3653,4937811403,-82.3397056,29.6359364
3654,8049028374,-82.3695436,29.6359365
3655,4286968910,-82.3497296,29.6359377
3656,3980803825,-82.3694777,29.6359385
3657,6126833911,-82.3711883,29.6359398
3658,3980803836,-82.3691075,29.6359401
3659,8049028365,-82.3697709,29.6359406
3660,9289062432,-82.3430386,29.6359424
3661,8049034715,-82.3697241,29.6359433
3662,3980803867,-82.367516,29.6359438
3663,3801708832,-82.3521141,29.6359513
3664,3980803868,-82.3676174,29.6359518
3665,8042753044,-82.3672329,29.6359525
3666,7120553054,-82.3678583,29.6359542
3667,3980803781,-82.3679094,29.6359547
3668,6097330287,-82.3695382,29.6359548
3669,84885810,-82.3431405,29.6359552
3670,8049034701,-82.3694715,29.6359567
3671,6126833742,-82.3681234,29.6359568
3672,8047981722,-82.369021,29.6359571
3673,6135789117,-82.3689124,29.6359571
3674,6135789119,-82.3687489,29.6359571
3675,6135789118,-82.3687114,29.6359571
3676,3980803905,-82.3686076,29.6359571
3677,7120553055,-82.3684676,29.6359571
3678,3980803870,-82.369113,29.6359575
3679,4286968911,-82.3497067,29.6359583
3680,9289062431,-82.3430386,29.6359596
3681,6126833906,-82.3711067,29.6359625
3682,8049034879,-82.3694207,29.6359626
3683,8042346705,-82.3641856,29.6359632
3684,6133166199,-82.3658929,29.6359636
3685,8086583939,-82.3532668,29.6359638
3686,6126833912,-82.3711591,29.6359645
3687,4286968912,-82.3498317,29.6359649
3688,1488805624,-82.3577804,29.6359703
3689,4334251283,-82.3409683,29.6359703
3690,1021352939,-82.3518762,29.6359715
3691,6097330288,-82.3695317,29.6359721
3692,7335068677,-82.340593,29.6359726
3693,8042753031,-82.365892,29.6359727
3694,8042753045,-82.3672295,29.6359749
3695,3980803837,-82.3691226,29.6359753
3696,4334251282,-82.3407523,29.6359759
3697,4937811409,-82.3399926,29.6359766
3698,8049034700,-82.3694605,29.6359776
3699,8049028366,-82.3697862,29.6359795
3700,8042753032,-82.365889,29.6359821
3701,2583929851,-82.3499975,29.6359823
3702,8049034781,-82.3694558,29.6359833
3703,6126833913,-82.3711467,29.635986
3704,2583929847,-82.3500792,29.6359868
3705,4286968914,-82.3496295,29.6359876
3706,2583929846,-82.3496821,29.6359881
3707,8049028372,-82.3695219,29.6359887
3708,2583929844,-82.3499292,29.6359888
3709,4677415537,-82.3470648,29.6359905
3710,8042753036,-82.3658844,29.635991
3711,8049034689,-82.3691367,29.6359926
3712,6097330119,-82.3678583,29.635993
3713,6320687704,-82.3376113,29.6359933
3714,2583929849,-82.3498386,29.6359934
3715,4286968915,-82.3495784,29.6359937
3716,3980803824,-82.3694463,29.6359947
3717,6097330340,-82.3684795,29.6359957
3718,2583929848,-82.3497401,29.6360002
3719,8042753033,-82.365877,29.6360006
3720,7996463066,-82.3644922,29.6360014
3721,8090258408,-82.3537114,29.6360014
3722,6097330301,-82.3689124,29.6360032
3723,8049028334,-82.3688102,29.6360033
3724,8049028373,-82.3695106,29.6360037
3725,8042346689,-82.3646926,29.6360038
3726,6126833914,-82.3711506,29.636006
3727,8042346686,-82.364915,29.6360063
3728,8042753046,-82.3672302,29.6360071
3729,8049034690,-82.3691524,29.6360075
3730,6097330322,-82.3687748,29.6360079
3731,6135789120,-82.3687497,29.6360081
3732,7335068678,-82.3405444,29.6360081
3733,6097330323,-82.3687265,29.6360083
3734,6097330324,-82.3687075,29.6360083
3735,7996463065,-82.3651097,29.6360086
3736,8049034699,-82.3694323,29.6360087
3737,8042753034,-82.365868,29.6360094
3738,6126833905,-82.3710913,29.6360114
3739,4677415505,-82.344965,29.6360124
3740,6097330180,-82.3695027,29.6360131
3741,4286968916,-82.3495144,29.6360133
3742,6320687706,-82.3372181,29.6360145
3743,8042753035,-82.3658556,29.6360201
3744,8049034698,-82.369418,29.6360212
3745,3980803838,-82.3691739,29.6360226
3746,8049035056,-82.3711583,29.6360242
3747,8042346704,-82.3642579,29.6360251
3748,6320687703,-82.3376945,29.6360254
3749,8049034778,-82.3679095,29.6360256
3750,8049034728,-82.3694903,29.6360258
3751,6133166200,-82.3658428,29.6360282
3752,3881267509,-82.3537335,29.6360284
3753,8049034691,-82.3691936,29.6360329
3754,3980803823,-82.3694016,29.6360331
3755,3919851036,-82.3482523,29.6360331
3756,8042753037,-82.3658297,29.6360341
3757,8042753038,-82.3658147,29.6360383
3758,8090258409,-82.3537182,29.6360397
3759,6097330289,-82.3694755,29.6360404
3760,8049034692,-82.3692123,29.6360416
3761,8042753039,-82.3657972,29.6360417
3762,8049034697,-82.3693824,29.636042
3763,6133166201,-82.3654352,29.6360424
3764,8049035057,-82.3711805,29.6360435
3765,8042753040,-82.3657769,29.6360438
3766,8042753041,-82.3657602,29.636044
3767,6097330338,-82.3686967,29.6360443
3768,6097330300,-82.3689124,29.6360448
3769,6097330326,-82.3684795,29.6360452
3770,3980803822,-82.369364,29.6360489
